99	8	-26	4	48	-123	-298	-392	-384	-275	-181	-54	472	211	265	139	239	94	-40	-60	-30	
331	116	-21	46	48	-252	-735	-900	-475	-624	-254	24	472	748	265	355	340	201	-156	-233	-170	
302	148	172	155	114	-702	-1021	-1128	-716	-1004	-354	-67	502	897	790	676	223	-52	-200	-721	-252	
264	173	309	302	-76	-1205	-1293	-1569	-1056	-1483	-341	23	706	1326	855	407	250	-8	-824	-1115	-675	
169	214	305	131	-362	-1751	-864	-1242	-716	-1230	-287	-60	243	1624	1233	170	171	-82	-1849	-1257	-178	
207	198	156	-199	-506	-1952	-835	-857	-236	-382	-67	59	457	1012	987	-27	-24	-37	-1313	-1651	-311	
257	140	-26	-268	-253	-1205	-95	104	128	-54	-111	-94	473	141	296	-86	5	-79	-304	-1083	-259	
-35	-194	-131	-412	16	-340	201	1064	504	87	-3	86	83	-139	-33	-479	-175	21	-82	-193	-215	
-77	-668	-523	-1108	40	225	895	1836	1637	876	303	55	-87	-989	-677	-1907	-366	35	315	654	-141	
-229	-712	-1136	-1732	464	972	1464	2282	2659	1757	285	-67	-441	-1900	-1406	-2550	-1099	-452	144	1315	-82	
-298	-1034	-1500	-1312	1387	1684	1775	2985	3836	2011	918	-14	-1010	-3447	-2615	-2044	-2431	-259	1240	2392	317	
-149	-1356	-1486	-1196	1213	2240	2379	3465	3682	2841	1692	-40	-1468	-4234	-2793	-2413	-3044	-319	1523	2694	544	
-311	-1415	-902	-1239	706	1441	2551	3054	3171	3265	1709	229	-1607	-3503	-2464	-3165	-3316	-193	654	2675	446	
-488	-814	-1179	-1442	326	1493	2724	2848	2506	2096	1153	197	-1537	-2964	-2367	-2700	-2078	17	843	2581	708	
-229	-507	-337	-223	203	1267	843	944	1909	1402	333	110	-746	-2287	-1667	-950	-2023	473	1391	1579	253	
-93	-90	-42	49	122	113	24	249	536	183	-47	-7	-252	-1293	-664	-786	-1099	388	1164	446	244	
-77	107	296	40	-116	-279	-251	-331	80	-342	-490	-151	-60	-364	-468	-554	116	329	105	-355	148	
-56	132	952	81	-14	-1090	-778	-1171	-384	-779	-799	-47	15	282	-172	-276	171	305	-252	-705	-274	
70	148	1306	972	146	-1191	-1336	-1469	-511	-1455	-911	-60	314	438	374	458	541	185	-52	-438	-289	
190	330	1271	1254	105	-1248	-1407	-2181	-1481	-1441	-771	-47	306	781	522	637	355	-52	-282	-705	-691	
248	284	369	491	-96	-903	-849	-1910	-1990	-1300	-314	31	110	1128	444	326	294	-230	-297	-363	-549	
-97	190	246	262	105	-361	-1050	-1412	-1183	-934	-448	0	317	979	483	446	386	-141	-202	-259	-311	
-21	83	164	286	112	-259	-265	-758	-801	-422	-214	-40	181	407	468	267	-14	-80	-111	-289	-151	
