95	39	180	49	85	-128	-882	-162	-252	-167	-305	-697	-169	-124	-41	275	181	213	256	159	12	71	-213	-291	-93	-211	-262	
452	-8	275	119	105	-191	-1212	-465	-375	-614	-527	-873	-367	-223	57	486	234	305	852	302	193	189	-292	-713	-324	-289	-399	
486	306	620	342	163	-170	-1692	-1137	-1207	-1043	-1077	-1415	-200	-281	130	282	339	876	1551	1012	269	324	-54	-1583	-689	-335	-376	
643	129	883	936	375	-184	-1977	-1271	-1653	-1827	-915	-1459	-275	-163	110	173	492	670	2387	1418	800	371	15	-1251	-514	-407	-468	
375	207	1408	954	110	-240	-1962	-1436	-1370	-1088	-812	-1327	106	19	301	308	412	979	1926	1368	867	1032	181	-561	-444	-1142	-660	
634	190	733	377	-71	-372	-2307	-570	-880	-467	-582	-595	90	67	293	232	282	193	1108	843	1136	1316	354	-257	-622	-1032	-671	
412	346	508	340	-29	-342	-1272	-358	-479	-265	-264	-235	82	-131	358	48	-183	80	448	358	884	1266	440	-199	-231	-276	-428	
102	77	490	197	-163	-568	-521	-99	-196	-7	0	-26	-55	74	149	-191	-226	-156	-175	-356	293	898	523	-7	46	-86	-300	
-87	15	163	-157	-194	-128	-50	336	412	541	124	-14	-42	-62	21	-123	-373	-230	-886	-1737	127	324	385	913	140	-76	-166	
-137	-92	-43	-420	-326	-120	342	798	1589	870	323	305	-35	-76	-147	-530	-447	-815	-1466	-1962	-454	-74	149	1095	507	221	-157	
-263	-399	-1130	-1201	-107	-50	1331	2109	2023	691	556	560	-97	-73	-425	-1061	-1207	-1185	-2019	-1976	-1289	-895	-153	583	1036	613	195	
-245	-752	-1864	-1384	93	348	2778	2419	2965	1194	705	1379	320	-117	-417	-1923	-1550	-1412	-2104	-2300	-1710	-1397	-226	368	1249	579	427	
-447	-905	-2414	-1551	520	1291	3584	2255	2874	1626	1226	2072	1112	-76	-997	-2369	-1736	-1896	-2061	-2779	-1401	-1537	-552	880	1676	240	281	
-627	-1673	-2582	-2144	1037	2028	3767	2073	3092	1644	2174	1663	1324	16	-1213	-2570	-1736	-1825	-2118	-2751	-1822	-1997	-517	880	1266	458	265	
-231	-1765	-2215	-1718	426	1696	3382	1890	3128	798	1601	1432	1359	-21	-1574	-2671	-1650	-1484	-2174	-2089	-1682	-1913	-570	431	1660	987	-46	
-434	-1105	-2215	-1460	-78	867	2448	980	2313	510	1047	792	1182	139	-1199	-2196	-1479	-1071	-2174	-1976	-1724	-1899	-133	467	1381	1069	266	
-252	-614	-1222	-1019	-206	664	1789	925	1480	690	993	258	475	90	-679	-774	-606	-1057	-1396	-1441	-1303	-1690	181	634	724	575	18	
191	-373	-436	-912	-489	93	1129	525	611	341	463	140	57	-17	-110	-198	-238	-857	-985	-962	-841	-1007	401	424	538	-7	-99	
139	-79	-186	-271	-973	-311	126	271	477	241	381	90	-289	-103	277	89	-224	-358	-702	-275	-408	-200	268	125	109	-20	-207	
226	216	189	299	-1215	-839	-99	-43	-42	-42	74	-173	-392	-220	309	332	-75	-88	-291	223	134	229	214	-245	-395	-322	-228	
365	330	377	317	-686	-1276	-1257	-1107	-954	-376	-28	-311	-413	-247	220	303	331	241	216	843	817	1199	605	-492	-691	-909	-308	
304	363	696	360	-397	-1080	-1707	-1734	-1355	-688	-381	-712	-502	-150	155	330	557	168	648	1317	985	1684	338	-920	-1035	-909	-392	
291	414	583	824	-57	-809	-1587	-2376	-1623	-1798	-738	-902	-946	-288	220	382	860	515	1534	1300	1254	1952	236	-1707	-1268	-1142	-673	
278	285	527	1215	179	-553	-837	-2107	-1712	-1724	-1739	-726	-844	-233	154	139	1067	721	1858	1351	1086	1166	-107	-1472	-1158	-950	-732	
165	0	677	638	290	-387	-642	-1495	-1370	-1650	-1533	-653	-200	-165	179	694	1568	807	1023	927	1237	418	-226	-740	-526	-745	-125	
78	74	265	505	-93	-240	-380	-1122	-1132	-1443	-635	-390	32	-44	89	300	1119	635	248	637	571	442	-206	-450	-99	-636	-170	
43	-44	220	334	59	-136	-127	-302	-494	-1250	-312	-199	-125	-131	17	16	508	321	280	462	277	0	-80	-283	-14	-237	-111	
