-196	-216	-354	-318	-275	-213	334	88	80	
-154	-327	-409	-331	-245	-90	513	-34	-122	
-242	-807	-650	-653	-282	73	562	251	105	
-91	-1117	-929	-1137	-193	245	636	472	517	
-405	-969	-782	-1107	-200	319	470	486	517	
-524	-969	-1194	-990	-358	122	440	416	166	
-105	-35	174	-159	-220	-93	-28	-109	16	
-126	450	1190	413	-282	-746	-1199	-1262	-265	
25	1446	3015	1254	-262	-1486	-2036	-2283	-621	
25	1896	3265	1752	90	-1689	-2542	-3130	-649	
175	2076	2764	1432	485	-1355	-2498	-1981	-380	
226	1266	1029	880	361	-775	-1199	-587	-163	
