-208	-207	-15	-50	-310	-316	-309	-437	-238	-373	-379	-630	-219	-11	290	203	184	207	147	347	252	164	87	-27	100	254	
-151	-43	-102	-78	-261	-809	-314	-555	-223	-741	-358	-482	-294	-123	290	281	440	430	386	714	417	274	112	-76	-196	93	
-143	-177	-270	-92	-331	-973	-419	-836	-782	-1122	-684	-644	-248	-68	330	601	1364	1283	254	1166	424	405	226	-190	-108	80	
-243	-249	-226	-92	-1047	-1451	-1385	-1798	-1606	-1928	-932	-978	-385	-102	498	738	1909	2587	1103	1316	535	699	249	-104	-65	52	
-214	-212	-291	-156	-1677	-2033	-2663	-3232	-2387	-2294	-1486	-1050	-212	-52	325	1253	2233	3045	2887	2337	1919	1690	382	48	24	43	
-200	-93	-397	-839	-2382	-2988	-3985	-3927	-2254	-2191	-946	-1399	-144	6	323	1356	1909	2757	3628	3458	2983	2317	429	247	72	105	
-226	-299	-822	-1472	-2817	-5168	-4193	-3158	-1886	-1415	-303	-804	73	-102	258	96	1040	1774	3931	3290	4130	3308	1020	441	275	262	
-222	-639	-958	-2165	-4452	-5989	-4327	-2419	-1224	-726	378	-137	-8	-136	129	-122	176	605	3358	3391	5111	4167	1610	279	325	148	
-357	-654	-1458	-2933	-6072	-6093	-3896	-2034	-243	-42	1147	81	171	-889	-359	-284	-148	287	2567	3926	5343	5472	2677	1460	425	226	
-293	-1186	-1866	-3958	-7002	-6854	-3183	-1472	116	123	2349	343	220	-1205	-1007	-1227	-744	-195	2298	3006	6158	6017	3218	1558	487	336	
-465	-1247	-1836	-4365	-7601	-6631	-2916	-541	921	756	3357	2080	986	-1205	-1393	-3220	-1849	-877	762	1651	6025	6199	4006	1232	688	283	
-422	-1201	-2608	-4545	-7751	-6854	-3228	-659	766	1254	3764	2607	968	-1449	-2365	-3632	-2033	-1300	452	915	5759	6463	4498	1541	951	534	
-122	-1718	-2608	-4636	-7721	-6108	-2514	-494	1548	1076	2809	2677	758	-1535	-3481	-3803	-2429	-1399	31	237	6108	7124	4564	2112	549	433	
-272	-1551	-2457	-4304	-7706	-6287	-2410	-703	813	1165	2102	2308	601	-1521	-3280	-3504	-2004	-1286	-94	246	6341	7058	4219	1411	824	674	
-315	-1065	-2169	-3204	-6507	-6153	-2485	-748	273	239	1730	1464	1178	-975	-1536	-2778	-1013	-948	150	1082	6424	6694	3826	559	665	332	
-272	-791	-1776	-2798	-5427	-6004	-3034	-1517	788	-145	676	586	671	-716	-1007	-1811	-431	-708	381	2086	6756	6232	3235	279	448	283	
-86	-395	-1049	-2014	-4692	-5317	-3688	-2714	-215	-902	534	-48	326	-645	-393	-843	-81	15	2079	3056	6042	4943	2562	217	290	215	
-179	-207	-206	-1607	-3387	-4600	-3733	-3912	-1135	-1781	57	-459	114	-429	-95	-210	576	470	3173	3240	5310	4233	2070	163	113	164	
-165	-226	-149	-1125	-1857	-3272	-3450	-3720	-1930	-2323	24	-905	-268	-368	460	225	1057	1368	3560	3458	3964	2482	626	112	-138	-7	
-115	-134	-78	-389	-912	-1630	-2782	-3823	-2416	-2997	-436	-1660	89	-245	705	530	1790	1757	3173	3340	2850	1409	397	-203	-242	-149	
34	-114	-91	-170	-450	-1585	-2395	-2729	-2328	-2323	-537	-2008	-335	-96	1016	893	1705	1808	2719	2504	2235	478	343	-128	-151	-73	
172	-25	-111	-226	-282	-809	-999	-2078	-2122	-2059	-1048	-1544	-116	-62	1257	738	1023	1774	1995	1852	1853	148	117	-302	-161	-8	
-52	-157	-160	-210	-218	-225	-252	-940	-1268	-1107	-427	-760	-140	81	774	876	767	605	1574	1400	1321	-179	-110	-486	15	87	
-158	-200	-200	-170	-120	-239	-301	-378	-606	-1019	-330	-296	-89	121	395	410	328	239	716	413	590	59	109	-486	-104	27	
-118	-181	-131	-149	67	-316	-235	-105	-76	-741	-408	-311	-41	57	307	233	288	534	502	339	102	17	18	-169	-43	87	
