-35	33	148	-152	-145	-131	-151	-395	-89	-27	120	3	-12	118	-47	-220	-232	-232	
-9	-21	69	-7	-143	-206	-294	-788	48	69	168	167	96	23	-20	-143	-173	-152	
-63	-56	0	-69	-214	-267	-780	-1191	-251	88	360	398	95	74	-27	-86	-165	-217	
-140	-28	58	-63	-200	-775	-1055	-1262	-298	64	938	422	373	205	-80	-146	-251	-223	
-47	-34	-14	-44	0	-833	-1127	-1047	-210	120	1296	326	716	337	-7	-478	-533	-245	
-81	-64	-118	-97	-182	-702	-430	-476	-207	8	1142	419	150	107	-166	-232	-468	-354	
-161	-111	-160	-138	74	-309	220	-143	-149	80	336	-54	-34	-55	55	23	0	-119	
-210	-225	-284	-173	296	131	968	357	-197	-203	-276	-765	-518	-346	102	156	156	-178	
-266	-292	-478	-249	378	1605	2453	1823	476	-392	-1778	-1511	-1640	-993	-239	266	374	-54	
-398	-437	-606	-536	846	2291	3361	2500	1223	-672	-2868	-2667	-2467	-1802	-319	415	1052	-171	
-377	-585	-1283	-256	1023	2730	3187	2934	1119	-459	-3392	-3540	-2495	-2206	-87	1244	1413	435	
-322	-585	-1106	-249	740	2203	2680	2431	722	-601	-3038	-2864	-2439	-2262	62	996	1069	124	
-105	-167	-414	49	298	1254	2156	1528	584	-176	-1636	-2145	-1401	-1620	78	996	546	142	
-70	-105	-118	-173	172	302	514	129	411	-223	-787	-694	-508	-797	-14	305	234	-132	
83	-63	-37	-180	-310	-485	-342	-903	-102	-129	-95	326	127	387	181	-100	-112	-167	
125	33	215	-132	-625	-1268	-780	-1765	-407	176	384	1131	968	731	55	-64	-636	-230	
284	175	224	-118	-494	-1428	-1055	-2211	-1293	321	1040	1723	1759	1383	-398	-630	-691	-453	
157	200	564	-56	-358	-963	-867	-2024	-721	538	818	1537	1490	1099	-226	-361	-303	-237	
159	291	408	-90	-303	-470	-410	-1636	-463	370	989	1435	732	577	338	-285	-244	-364	
49	83	196	-111	-317	-441	-137	-1047	-143	321	408	741	615	379	338	-86	-178	-313	
