-169	-183	-150	-71	147	631	126	165	-273	-182	-335	-206	-257	-308	-600	-14	33	43	74	-62	24	358	105	-224	-142	-27	-43	-184	-518	
-280	-207	-75	-30	61	268	-152	426	-316	-108	-487	-348	-375	-488	-600	58	41	157	231	137	244	256	24	-120	-129	-216	-88	-147	-156	
-142	17	89	187	370	535	193	434	-644	-412	-578	-489	-643	-668	-148	149	125	279	338	394	373	273	235	40	-122	-283	-176	-61	-60	
-156	-185	231	319	335	519	292	-36	-798	-916	-958	-426	-1336	-1092	-218	5	216	497	437	546	458	390	332	169	-217	-357	-271	-234	-92	
-127	-185	231	451	476	1250	-22	-72	-767	-1222	-1445	-1352	-1668	-1527	-113	26	241	1208	934	1341	1605	497	243	0	-203	-294	-243	-211	-220	
-89	-82	-15	531	617	1518	-123	-382	-1043	-1757	-2007	-1776	-2165	-972	-316	-28	283	1691	1396	1465	1464	741	330	210	-181	-370	-708	-147	-173	
-52	0	276	801	1137	1327	-275	-520	-1412	-1650	-2312	-2003	-1788	-1422	-749	-28	316	1315	1272	1536	1394	1265	1233	-7	-359	-716	-807	-428	-167	
-15	89	347	956	1330	1135	-579	-797	-1335	-1191	-1749	-2517	-2044	-1122	-301	67	283	448	1023	1129	507	1248	1806	56	-303	-659	-1075	-588	-107	
-56	-52	329	1014	1696	447	-532	-1368	-1166	-500	-1217	-2548	-1487	-1182	-421	-28	216	378	649	156	106	828	2205	636	-88	-350	-835	-420	-159	
-24	-36	0	563	379	96	-795	-551	-323	34	-669	-1412	-1426	-605	-197	50	241	199	297	-159	-485	489	1180	636	281	-209	-181	-328	-14	
-30	-67	0	172	-175	-341	-486	-159	-79	361	-129	-489	-733	-366	-57	-259	-90	-312	-56	-152	-1196	-335	348	395	1047	328	0	-261	47	
-311	-118	-213	-251	-536	-333	-51	573	398	883	334	136	-198	84	252	-377	-28	-767	-463	-436	-1747	-1213	-343	201	704	1176	419	63	379	
-319	-163	-529	-424	-1396	-402	148	1732	1902	2214	917	2056	1180	745	579	-702	-925	-2210	-2074	-2156	-2284	-1704	-1880	-210	584	1892	1418	254	240	
-348	-472	-1612	-1631	-2240	-495	428	2623	2072	3076	1849	4260	2654	1532	543	-1355	-1369	-4123	-3392	-2973	-2690	-1935	-2872	-447	653	2728	1808	492	355	
-359	-479	-1597	-2228	-3365	-1164	765	3039	2110	3619	2650	5280	3262	2796	1235	-1132	-2404	-5345	-4052	-3512	-2704	-2614	-2944	-949	670	2881	1876	1153	881	
-259	-354	-1833	-2699	-3865	-386	879	4063	2261	3582	3097	6465	4017	3254	1399	-573	-2433	-6184	-4916	-3672	-2893	-2498	-2972	-1622	345	3256	2384	648	697	
-215	-559	-2054	-3389	-3333	-204	1203	3134	2694	3600	3023	6595	4386	3217	1089	-1311	-2256	-5948	-4696	-3949	-2095	-2123	-3016	-2279	-34	2813	3265	884	932	
-282	-512	-2070	-3138	-3208	-537	1413	2736	2713	3057	2706	5743	4220	3877	761	-1162	-2522	-5183	-4271	-3600	-1747	-1748	-3461	-1807	-34	2710	2926	508	379	
-211	-266	-1013	-2102	-2521	-775	898	2414	1507	2401	1998	4575	2783	2485	652	-496	-1753	-3726	-2733	-2419	-1529	-1329	-2455	-1078	233	1875	1249	404	323	
-296	-325	-389	-878	-1755	-1180	26	898	941	1502	1159	2093	1954	1441	235	-266	-866	-1857	-1620	-1631	-934	-1358	-1579	-475	168	955	453	182	208	
-148	-180	-96	79	-724	-1071	-362	252	181	939	462	238	425	448	-92	-49	-98	-174	-975	-480	-336	-1343	-1061	-149	118	280	95	79	126	
-104	-148	132	407	176	-962	-765	-180	-79	344	317	-376	-233	-29	-120	201	108	528	-111	-358	-96	-260	-68	411	176	-431	-342	-127	-4	
17	268	365	638	675	-414	-1276	-890	-783	-412	-57	-807	-537	-211	-169	251	402	2550	667	205	253	627	1250	412	-7	-829	-1244	-328	-60	
103	89	1443	1769	1233	201	-919	-1738	-1627	-1482	-441	-1443	-1411	-479	-218	217	636	3408	1272	1182	990	1737	1962	307	-426	-1339	-1751	-334	-167	
53	17	658	1731	2216	1231	-950	-2431	-1949	-2230	-1369	-2199	-1909	-1032	84	828	888	3677	2072	2084	2097	2051	2014	290	-1099	-1707	-1441	-630	-193	
-52	97	527	1924	1985	1767	-749	-1969	-1964	-2322	-1612	-2669	-2150	-657	-141	536	744	3408	1859	1854	2080	1562	1562	226	-744	-1750	-990	-714	-360	
-52	46	213	1808	1619	962	-210	-1152	-905	-2490	-1597	-2290	-1999	-612	-183	410	762	2693	1041	1306	1623	839	1146	201	-516	-1056	-1018	-508	-220	
-178	-74	195	607	1156	324	-87	-555	-752	-1802	-1125	-2215	-1803	-1077	-386	368	1194	1798	809	1023	937	521	225	-61	-388	-348	-751	-334	-295	
-163	-155	-44	-44	983	326	0	17	-752	-593	-449	-1215	-1125	-597	-204	216	408	1315	792	581	401	163	-96	-197	-257	-276	-275	-261	-107	
-289	-207	-169	106	423	0	52	95	-261	-422	-235	-234	-628	-296	-239	293	300	273	322	526	221	-35	-184	-189	-161	-155	-155	-81	-71	
