-50	-94	-96	-133	-304	-326	-219	-139	-137	309	-7	-102	
-13	-43	-15	16	-467	-319	-287	-145	49	497	202	-99	
59	185	-29	25	-748	-1253	-595	-145	32	505	260	-9	
144	236	87	108	-1029	-1224	-990	-200	327	537	920	8	
16	145	33	108	-600	-826	-1312	-165	1043	1160	1094	395	
84	93	0	-252	-821	-1180	-1063	-727	656	627	469	182	
-163	-65	0	-140	-35	-181	-152	-385	155	-62	202	40	
-325	-190	-190	-63	525	398	685	-49	-383	-1242	-860	-244	
-367	-605	-330	-238	1572	2138	1859	263	-1399	-1921	-2297	-649	
-269	-462	-212	287	1518	2639	2428	546	-1965	-2354	-2556	-606	
-71	-762	-271	83	978	2693	1450	378	-2052	-2614	-2254	-506	
-113	-238	-88	33	483	1226	1218	337	-934	-1329	-1219	-495	
