-251	-478	-332	-152	-50	171	63	16	
-355	-723	-201	-234	-96	513	64	64	
-481	-826	-380	-337	188	611	137	121	
-674	-929	-608	-275	270	863	284	250	
-614	-812	-1444	-227	744	1160	1076	395	
-777	-1283	-419	-262	480	933	955	557	
-112	-201	-173	-152	114	-76	316	250	
108	514	355	-28	-847	-809	-429	-122	
1158	2639	1841	287	-1283	-1849	-1923	-339	
1608	2800	2001	205	-2284	-2426	-2742	-349	
1356	2711	1592	148	-1819	-2311	-2383	-434	
525	1315	720	189	-978	-1184	-1377	-353	
208	298	57	-14	-96	-301	-286	-164	
