-8	-112	-186	-60	-194	-365	-267	-170	-232	-41	-135	200	144	117	69	-7	
-35	-21	41	149	-28	-434	-292	-96	-645	16	23	288	79	161	134	-126	
16	117	107	165	-180	-303	-369	-82	-918	-258	-75	224	382	317	142	-285	
244	159	108	215	-21	-330	-804	-226	-817	-441	-41	304	995	404	403	-67	
89	167	183	406	-83	-365	-1268	-1141	-975	-520	-21	477	1215	918	881	346	
185	242	91	406	-221	-282	-1413	-1358	-1104	-706	0	665	741	277	681	456	
162	242	58	49	-56	148	-172	-123	-68	-265	-34	96	-121	-334	158	165	
-33	25	-70	-430	-118	394	458	701	625	-109	-223	-424	-1060	-1065	-326	133	
-330	-384	-320	-915	-166	652	1271	1754	1562	307	-297	-1863	-1737	-2046	-965	204	
-364	-364	-378	-1209	-276	1200	1798	2942	2465	360	-744	-2684	-2808	-2972	-1592	-7	
-495	-328	-160	-1592	-242	1253	2765	3571	3490	1033	-772	-3236	-3709	-2818	-1858	-20	
-645	-426	-511	-959	-145	882	2431	2995	2570	567	-502	-2698	-3118	-2663	-1202	-27	
-379	-308	-272	-694	-201	90	1148	1387	1111	325	-162	-1750	-1582	-1205	-518	78	
-148	-245	-164	-194	-199	-117	245	448	32	307	-135	-603	-793	-154	-233	181	
-85	-49	58	-21	-152	-303	-343	-62	-673	105	64	-101	127	412	252	93	
0	83	158	340	-138	-440	-920	-578	-1809	-183	305	240	504	1204	814	-7	
227	161	100	142	-166	-413	-1660	-1690	-2268	-678	378	440	1368	1759	831	-14	
84	51	194	295	-49	-365	-1268	-1517	-2110	-864	281	631	1351	1355	898	181	
-78	-56	330	262	33	-179	-760	-621	-1162	-292	378	716	792	1524	458	7	
-155	0	375	241	115	-248	-363	-301	-702	-21	-21	716	454	357	252	-54	
-85	-21	8	215	190	-234	-322	-317	-458	153	-14	272	295	103	158	-6	
-155	-203	-258	-63	-42	-303	-229	-185	-368	193	8	32	231	39	-193	-67	
