7	-27	-61	-43	-133	-431	-264	-249	-339	-760	-212	-225	-55	-8	64	207	261	31	377	-27	-6	-40	-49	105	
-41	-64	13	-15	-154	-541	-409	-194	-453	-789	-419	-374	-89	-41	240	95	301	250	511	-80	58	30	-7	131	
-121	-156	-69	-197	-284	-422	-1400	-332	-489	-1152	-867	-530	-292	-34	256	282	643	158	639	180	351	109	146	192	
-185	-94	-125	-344	-363	-792	-1180	-932	-902	-2139	-722	-1004	-220	-162	113	135	1372	563	1437	583	412	403	293	262	
-213	-99	-215	-309	-56	-836	-1386	-1840	-1325	-1935	-968	-1306	-463	-203	224	310	1944	1233	1620	1657	1020	388	116	261	
-158	-163	-324	-274	-308	-748	-2107	-3114	-2273	-2748	-1502	-2182	-292	-203	46	191	2887	1684	2268	2664	1397	629	193	481	
-206	-255	-253	-302	-468	-895	-2563	-3671	-3483	-2588	-1603	-1967	-122	-189	-27	231	2938	1400	3000	3440	2332	590	696	481	
-142	-285	-235	-211	-1103	-1443	-2902	-4389	-4460	-2762	-1343	-1809	-41	-61	-81	-81	2719	747	3016	4233	3580	1183	1692	674	
-256	-243	-282	-232	-1667	-3054	-4580	-5092	-4751	-2777	-601	-688	129	24	16	-356	1608	252	3166	4481	4318	3058	1724	797	
-256	-240	-415	-659	-2321	-4134	-5669	-5897	-3920	-1892	-144	-136	722	64	-296	-1300	-14	-240	2484	4349	4400	4003	2728	762	
-241	84	-450	-1257	-3644	-5258	-7097	-6220	-2608	-586	601	486	2690	136	-475	-2484	-1247	-1509	1471	3473	4581	4525	3911	648	
-277	-240	-642	-1973	-4297	-6323	-7420	-5560	-567	-55	1772	2170	3363	257	-801	-3850	-2411	-1913	346	2780	4367	5340	4705	595	
-383	-198	-942	-2540	-4238	-7373	-7671	-4872	-269	360	2942	3854	3898	498	-1466	-4752	-3743	-3601	-14	1772	3957	5830	4219	595	
-580	-269	-1077	-2675	-4728	-7284	-7788	-4813	-7	302	3466	4462	4225	474	-1127	-4893	-3701	-3811	-146	1723	4219	6123	3927	648	
-898	-367	-642	-2316	-4996	-6796	-7361	-4857	65	163	3012	3941	3880	458	-914	-4329	-3687	-3434	-193	1723	4285	5927	4381	1269	
-419	-297	-582	-1749	-4743	-6352	-7759	-5502	-1165	-185	2401	2674	3225	273	-758	-3540	-2986	-2541	-7	1937	4695	5357	4381	560	
-326	-248	-443	-1391	-3287	-5110	-7612	-5531	-1748	-673	1580	937	2189	-48	-364	-2272	-1233	-1411	606	3094	5171	4949	3279	552	
-15	-219	-514	-1152	-2009	-4208	-6419	-5458	-2798	-2559	521	32	1119	230	-54	-1018	-234	-407	1886	3837	5138	3889	2809	411	
-107	-386	-440	-436	-954	-3409	-4403	-5121	-3308	-3386	-231	-989	355	-95	184	-329	379	597	3449	3672	4745	1998	1271	516	
-93	-170	-422	-402	-433	-2507	-3049	-4623	-3672	-3720	-809	-1737	56	-196	152	231	833	1182	4014	3705	4154	1362	574	469	
-78	-167	-289	-316	-210	-718	-1945	-3422	-2841	-3691	-1675	-2369	-238	-203	392	859	1692	2220	3897	3044	3153	857	433	170	
-135	-166	-197	-236	-168	-467	-1268	-2616	-2696	-2937	-1892	-2484	-149	53	410	724	1776	2303	3299	2119	1856	170	295	142	
-137	-163	-196	-85	-142	-188	-423	-1752	-1573	-1892	-881	-1837	-578	-203	472	550	985	1684	1687	1178	626	247	201	134	
-192	-142	-162	100	-126	-190	-312	-814	-844	-1268	-665	-1119	-454	-246	144	398	420	1015	424	141	483	-7	54	86	
