-174	-368	-207	-155	-124	309	117	-7	
-306	-443	-477	-124	-69	586	210	51	
-688	-620	-521	-227	-90	1335	32	24	
-792	-753	-408	-138	163	1580	389	347	
-467	-753	-1210	-186	343	1160	308	290	
-777	-856	-961	-434	81	627	324	151	
-119	-35	-207	-372	-110	32	-41	0	
408	886	330	-310	-702	-925	-1104	-116	
1518	2603	1859	-35	-1297	-2571	-2225	-278	
1248	2460	2375	287	-1892	-3740	-2685	-649	
852	3158	1521	468	-1689	-2802	-2053	-400	
475	1387	952	328	-1050	-925	-731	-339	
-21	149	24	238	-179	-219	-198	-210	
-285	-257	-814	-113	-55	358	-96	-204	
-289	-548	-1166	180	286	424	347	-68	
-53	-767	-1239	164	384	478	470	-210	
-230	-385	-858	24	245	314	284	13	
-167	-606	-448	-149	-144	252	-21	-61	
-167	-410	-345	-200	-261	277	66	-7	
-320	-349	-283	-207	-268	-25	16	-109	
