-211	-451	-159	-184	-172	407	89	72	-135	80	-108	
-140	-415	-373	-317	-172	898	301	56	8	30	-168	
-292	-455	-551	-275	57	476	162	8	33	-17	-34	
-411	-561	-1034	-21	171	790	324	72	-81	-95	-106	
-925	-1548	-1400	-21	352	1003	1128	315	-48	-290	-148	
-866	-915	-1312	-145	417	1283	903	226	-129	-163	-14	
-955	-312	-1415	-234	221	520	357	140	-176	-137	-47	
-279	340	-290	-42	-158	220	-62	-78	-122	-29	103	
250	1154	578	-35	-891	-1257	-1334	-265	-196	40	287	
1680	2585	1752	131	-1602	-1878	-2527	-478	112	495	302	
1806	2907	2072	337	-1935	-2556	-3317	-435	233	390	209	
1842	2120	1770	411	-1500	-2253	-2426	-285	410	309	231	
583	653	1041	328	-630	-852	-932	-224	353	208	119	
510	41	115	-21	65	-116	-75	-43	56	-249	31	
166	-271	-325	-200	286	497	129	72	-83	-189	-114	
-230	-371	-404	-337	376	616	660	363	-102	-202	-126	
-215	-576	-492	-317	253	933	833	185	-162	-114	-161	
-481	-576	-492	-337	114	465	267	4	-135	-81	-74	
-459	-1091	-521	-55	-28	204	105	-58	-67	0	-7	
-279	-626	-263	-168	-32	114	34	-122	-75	-189	23	
-258	-393	-332	-138	-206	-3	-78	-86	-48	-119	7	
-195	-354	-290	180	-64	40	-21	3	-41	-94	23	
