-173	-165	-144	-48	-154	-142	-216	-572	-248	-161	-204	-279	-205	-217	-94	270	166	148	87	-119	-178	-274	-111	-52	
-152	-193	-91	-119	-140	-225	-358	-730	-708	-321	-187	-352	-344	-259	-256	309	280	227	140	0	-15	-117	-32	-74	
-42	-130	-172	-172	-164	-258	-701	-971	-1201	-541	-602	-444	-671	-218	-86	317	601	1145	428	43	1	-23	174	134	
-76	-110	-185	-168	-302	-706	-1042	-1296	-1920	-546	-1341	-732	-934	-14	31	533	665	1561	711	253	0	88	45	-52	
-56	-152	-363	-164	-170	-907	-1825	-2118	-2977	-1598	-1648	-996	-1113	-119	269	1335	1515	1769	1485	1261	446	166	-30	110	
-187	-76	-391	-394	-645	-1493	-2679	-3137	-3244	-1752	-2513	-663	-961	-158	369	1109	1023	2260	4092	2583	1256	419	61	165	
-187	-243	-673	-376	-1406	-2808	-3775	-3336	-3343	-1051	-2178	-385	-588	-53	256	696	779	1977	5131	3772	3030	1375	349	192	
-290	-35	-876	-419	-2311	-4167	-5169	-3052	-2949	-392	-1341	-160	-390	-60	194	688	764	1126	5131	4112	4087	2262	253	183	
-198	-90	-1152	-982	-3978	-4696	-5411	-2755	-1540	47	-184	173	-67	-124	96	365	464	551	4639	4679	4974	3771	760	279	
-170	-437	-1138	-1675	-4984	-5754	-5567	-2189	-1145	523	134	645	294	31	-48	53	26	-15	4016	4981	6389	4261	1901	358	
-201	-348	-1645	-2773	-5731	-6841	-5098	-1438	-362	1052	814	1969	567	179	-532	-131	-671	-966	2599	4565	6125	4997	1996	305	
-159	-684	-1906	-3293	-6349	-7256	-4785	-815	-228	1641	1718	3066	1178	234	-1388	-869	-1491	-1754	2146	4414	6937	4978	2260	1228	
-276	-844	-1863	-3451	-6306	-7456	-4201	-377	15	1439	2203	3781	1640	78	-2359	-1724	-1885	-2290	507	3999	7937	5204	3070	1191	
-256	-1136	-2052	-3177	-6191	-7098	-3988	-296	-27	1052	1149	3997	1756	226	-2687	-2064	-2216	-2448	560	3716	8314	5921	3183	852	
-180	-567	-1660	-2816	-6004	-6584	-4258	-343	-121	1019	681	3715	1458	382	-1484	-2295	-1838	-1470	1466	3395	7918	5732	3278	889	
-272	-421	-1181	-2340	-5415	-6026	-4500	-334	-67	254	31	2368	930	-99	-636	-1602	-1554	-682	956	3546	7691	4676	1656	515	
-270	-469	-804	-1444	-4697	-5354	-4386	-1381	-455	-27	-107	590	250	85	-305	-98	-986	-8	2581	3414	6823	3789	1204	305	
-331	-379	-659	-1314	-3533	-4667	-4358	-2458	-1652	-14	-574	204	-159	-172	-40	425	-385	654	3506	3961	5597	1526	619	209	
-97	-330	-377	-621	-2469	-2909	-3817	-3421	-2371	-448	-1802	-67	-139	-172	-105	611	420	2582	4186	3546	4578	489	297	-281	
-76	-104	-268	-526	-1981	-1707	-3077	-3675	-3512	-1149	-2513	-691	-251	-270	7	820	832	2827	4262	2564	2162	332	70	30	
-165	-97	-172	-369	-334	-1135	-2380	-2783	-3104	-1696	-2695	-1301	-381	-314	250	1207	2460	2695	3563	1337	358	-67	-15	38	
-187	-138	-103	-35	-279	-692	-1910	-1905	-2610	-1710	-2360	-1510	-533	-290	102	874	1836	1882	2637	420	8	-67	-40	23	
-187	-165	-55	187	-109	-285	-1256	-1665	-1666	-1219	-2039	-663	-395	-14	139	193	1742	994	1561	43	-207	-30	-30	0	
-195	-170	-35	220	-204	-224	-701	-1013	-1187	-953	-1188	-398	-216	-143	-1	177	1269	306	1069	-97	-26	10	0	-97	
-145	-143	12	73	-115	-238	-318	-384	-489	-532	-769	-305	-284	-271	-175	379	832	496	639	155	87	96	78	-141	
