108	99	-111	-259	-325	-708	-702	24	56	248	310	0	-20	-193	-284	0	-201	
175	49	-28	-379	-441	-1069	-731	-176	88	320	358	180	71	-117	-251	-33	-243	
141	16	-7	-255	-354	-491	-745	-82	152	767	826	293	237	-93	-245	-172	-210	
23	-49	-97	-220	-1196	-997	-774	-231	64	1262	826	436	458	47	-324	-237	-255	
0	-40	-83	-407	-1210	-1502	-975	-197	-34	1108	758	615	471	181	-357	-362	-377	
-10	-28	-49	-324	-1341	-560	-491	-305	-196	955	538	142	240	118	-100	-157	-188	
0	-77	-145	-96	-185	57	-123	-149	-159	-34	-54	-147	229	-7	-60	-33	-57	
-107	-250	-201	271	393	701	446	-21	-257	-645	-976	-252	-227	-107	-100	187	67	
-188	-664	-270	378	1552	1824	1510	234	-358	-1891	-2061	-1121	-1146	-173	242	241	419	
-393	-1327	-387	634	2220	2977	2552	323	-365	-2571	-3315	-2018	-1620	-471	765	806	536	
-274	-1150	-235	493	3081	3501	3160	860	-459	-2897	-3893	-2621	-1885	-67	525	1184	357	
-245	-812	-276	334	2976	3047	2587	774	-829	-2486	-3639	-3238	-1327	0	946	1627	602	
-272	-561	-221	-234	1500	1999	1180	84	-616	-1296	-2061	-2131	-560	78	478	1085	147	
-201	-250	-152	-427	-76	636	-48	325	-416	-256	-483	-813	134	283	164	218	-73	
-105	-77	-270	-480	-427	48	-688	-61	48	200	23	166	577	322	-139	-99	-152	
241	-56	-256	-932	-833	-390	-1492	72	257	480	572	631	1199	236	-160	-310	-224	
25	199	-297	-859	-1573	-1531	-1880	-285	257	440	1740	934	1316	39	-212	-244	-328	
84	232	-185	-596	-1152	-1603	-1737	-251	71	144	1639	1153	848	31	-90	-148	-164	
-119	194	-76	-276	-296	-679	-760	-102	11	104	809	1322	458	-7	-68	-93	-322	
184	171	-132	-310	-311	-335	-487	-95	-27	168	457	581	173	141	-80	-178	-264	
41	113	8	-76	-279	-342	-343	24	8	248	271	497	15	-34	-174	-297	-259	
