100	12	50	107	-200	-254	-232	-164	-192	-162	224	414	238	94	-305	-244	-185	-296	
50	16	14	-83	-7	-514	-607	-320	-406	-203	448	480	404	205	-118	-232	-277	-362	
16	100	74	-22	-263	-717	-1444	-490	-429	-169	1023	656	1153	714	-140	-186	-327	-514	
-7	95	54	-76	-303	-789	-1184	-1176	-649	-216	1313	690	1120	881	-80	-212	-665	-401	
-98	46	124	-125	32	-350	-403	-975	-377	-156	512	398	699	395	47	-126	-224	-304	
27	66	-92	-258	65	-240	-96	-204	-353	-21	192	-161	-141	205	181	17	23	-105	
-113	-146	-298	-290	296	139	701	413	-298	-284	-350	-1103	-504	-293	102	194	273	7	
-384	-289	-392	-258	1059	1535	2121	1823	307	-412	-1608	-2145	-1486	-1341	-166	384	790	235	
-698	-925	-723	-21	1341	2167	3239	2552	371	-573	-2514	-3146	-2313	-2053	-153	798	1348	579	
-419	-289	-812	24	1023	2238	3746	2396	653	-291	-2628	-3019	-2187	-2109	-54	1112	1545	582	
-370	-215	-856	-249	263	1939	2558	2188	532	-156	-2528	-2455	-2243	-1565	78	344	1315	186	
-308	-285	-257	-185	16	1447	1894	972	515	-34	-1381	-1723	-1415	-658	204	633	642	261	
-189	-166	-227	-249	-200	81	462	129	429	112	-303	-694	-381	-114	134	172	343	138	
83	-70	-236	-276	-306	-309	-636	-515	-7	116	48	-21	571	577	275	-284	101	-27	
4	-57	-77	-228	-436	-1094	-1488	-1377	-34	313	280	216	1355	982	125	-298	-310	-186	
-49	127	-3	-249	-358	-1544	-1704	-2010	-238	204	324	1893	985	982	-113	-326	-319	-315	
-29	111	188	-111	-282	-992	-2137	-2010	-414	59	280	1808	850	848	0	-212	-323	-282	
77	158	199	74	-138	-818	-1863	-1507	-492	168	368	1554	309	466	-126	-199	-248	-251	
209	-49	381	-69	-179	-804	-766	-1047	-305	160	504	1080	381	237	62	-179	-218	-331	
