16	56	80	67	8	-7	-252	-271	-374	-256	-148	18	55	157	135	62	13	28	-1	-39	-51	
8	165	100	68	-199	-96	-472	-277	-687	-415	-268	119	126	314	253	156	96	48	-41	6	8	
117	539	344	592	96	-205	-601	-449	-886	-447	-624	79	31	756	407	273	167	162	-134	-110	-23	
-63	319	148	410	196	-35	-831	-1235	-1299	-419	-948	39	280	1038	1227	658	279	-216	-237	-289	-355	
139	294	231	248	98	-123	-1665	-1293	-1526	-914	-1103	79	15	1055	1954	1216	514	-203	-304	-306	-378	
16	205	214	197	139	-226	-1765	-1250	-1156	-1042	-1018	-114	221	922	1772	1249	349	36	-136	-252	-225	
150	149	169	189	24	-232	-1923	-892	-616	-858	-976	-154	142	393	1079	494	108	26	-23	-123	-185	
14	-160	41	41	-213	16	-831	-204	-48	-209	-195	-195	-227	173	148	218	15	-14	-15	-30	26	
66	-150	-173	-296	-487	432	-62	307	738	344	350	-201	-237	-292	-851	-297	-400	-164	420	175	236	
-153	-333	-507	-727	-499	537	225	1533	2162	1875	859	134	-227	-1593	-2992	-1790	-1866	-275	481	673	1069	
-115	-267	-1005	-1427	-746	776	1024	2793	3603	3512	1944	142	-742	-2731	-4234	-3013	-2700	-510	778	1070	956	
-140	-223	-2089	-1835	-615	916	2066	3242	4374	4330	2791	198	-1021	-3411	-5105	-3068	-2441	-2241	374	937	1617	
-334	-347	-1942	-2287	-949	1143	2101	3621	3997	4739	2977	238	-1048	-4258	-5174	-3852	-2482	-1139	257	881	1749	
-272	-347	-1503	-2098	-775	643	1701	2224	3448	4245	2824	15	-672	-3286	-4621	-2848	-2632	-1085	914	1089	569	
-115	-271	-785	-1077	-630	236	885	1689	1973	2966	1283	-154	-153	-2440	-2978	-1887	-1812	-745	368	656	516	
0	-222	-235	-363	-325	0	24	791	321	904	199	19	173	-635	-727	-606	-636	-503	42	271	155	
-27	-118	33	312	-247	-219	-354	32	-544	-115	-215	-141	205	78	156	156	69	-334	35	-134	-208	
-21	190	198	376	-117	-328	-1449	-721	-1256	-1636	-1060	-234	331	955	1062	1774	559	309	-33	-252	-226	
-42	315	495	467	188	-219	-1823	-1693	-2408	-2231	-1413	-254	513	1720	2218	2185	85	286	-221	-289	-248	
82	420	738	811	409	-219	-1535	-1636	-2736	-2486	-1215	-154	865	2036	2400	2267	775	85	-136	-227	-163	
-7	257	116	371	294	-82	-1234	-1507	-2309	-2075	-920	-421	387	1620	2119	2004	691	100	-180	-200	-176	
75	157	173	263	286	-55	-1133	-1307	-1370	-1240	-934	-81	537	1387	1491	1610	357	30	-21	-117	-78	
-7	-49	156	115	196	-144	-688	-644	-886	-606	-948	-201	497	1221	666	1249	476	224	-37	-52	-100	
-56	-18	29	109	114	-41	-157	-475	-601	-330	-349	-114	102	417	329	675	77	-24	-30	-5	-36	
