-147	-167	-347	-270	-207	26	81	-55	-121	
-168	-181	-402	-507	-131	-55	293	-164	-278	
-168	-306	-694	-800	-214	-62	619	-82	-133	
-198	-383	-458	-800	-330	270	1615	243	32	
-154	-807	-620	-1210	-296	401	1929	340	250	
-377	-1132	-974	-1254	-385	568	1213	324	508	
-287	-1029	-1194	-814	-509	278	627	357	186	
-133	-467	-97	-56	-234	-124	171	-82	129	
142	266	993	471	-110	-630	-867	-946	-251	
192	1464	2514	1610	24	-1573	-2195	-2584	-377	
268	1716	3337	1948	57	-2182	-2412	-3030	-592	
184	1698	2675	969	131	-1703	-1401	-2053	-400	
50	942	975	322	98	-1108	-342	-989	-427	
