66	-385	-294	-185	-443	-271	-270	-404	-362	-187	-242	
-90	-62	-213	-103	-305	-285	-46	-424	-708	-281	-240	
-130	-117	-90	-256	-386	-349	-843	-538	-1427	-388	-686	
-279	-186	-117	-444	-645	-735	-1910	-1438	-1850	-813	-1048	
-303	-289	-274	-881	-1435	-1521	-2850	-2486	-2667	-1009	-1034	
-283	-305	-220	-321	-2125	-2351	-3988	-3307	-3315	-939	-574	
-419	-427	-615	-881	-2886	-3409	-4458	-3208	-2977	-644	-293	
-551	-480	-1413	-2513	-4050	-4839	-4401	-2203	-2188	-27	-293	
-214	-582	-2168	-3524	-5401	-4925	-4059	-1197	-1525	15	-187	
-359	-1194	-2153	-3018	-5674	-4667	-2864	-437	-553	547	63	
-829	-1063	-2472	-3408	-6364	-4267	-2394	-48	-302	901	305	
-785	-1136	-3488	-5098	-7226	-4238	-1797	104	-175	1035	134	
-888	-1238	-3299	-5112	-7642	-4038	-1555	72	-208	521	23	
-428	-450	-2704	-4347	-6981	-3523	-1014	-14	181	304	-114	
-639	-830	-2777	-4072	-6852	-3509	-1512	-189	112	117	-200	
-452	-771	-2690	-3437	-6306	-3752	-2024	-384	-175	-170	-546	
-332	-684	-2342	-2903	-5386	-4381	-2793	-1141	-962	-74	-384	
-291	-538	-963	-1387	-3892	-3824	-3575	-1934	-1230	-392	-1007	
-132	-421	-398	-463	-2714	-3495	-3831	-2528	-2258	-1009	-1425	
-76	-365	-377	-464	-2326	-2637	-3063	-2557	-2469	-1387	-1495	
-125	-162	-281	-253	-1363	-1822	-2067	-2047	-2540	-1345	-1327	
-7	123	122	0	-501	-1064	-1242	-1665	-2061	-981	-1411	
33	68	-48	-98	-232	-220	-758	-999	-1427	-350	-1230	
16	164	-45	-110	-157	-251	-502	-673	-666	-101	-435	
