43	52	61	-80	-141	-333	-417	-362	-154	-154	-104	43	235	391	8	-170	-104	-23	-104	54	44	
-64	-52	-67	-215	-407	-444	-1094	-311	-358	-281	-119	34	69	513	278	382	121	182	8	-8	-67	
-208	-37	-97	-129	-68	-1488	-1047	-1160	-685	-355	-60	278	400	880	1054	1432	399	295	336	183	-89	
-70	-179	-208	-134	-903	-1724	-2196	-2797	-1598	-989	52	444	1071	1688	2180	2764	1032	477	60	121	-104	
-8	-143	-259	-1135	-1580	-3598	-4085	-3741	-1850	-1587	-23	888	1466	2570	3419	4134	1707	1197	-82	41	-48	
-97	-126	-848	-2033	-2226	-5204	-5738	-4324	-2510	-392	-296	540	1447	4542	4338	5110	2682	1535	130	295	73	
-185	-126	-1132	-2033	-3313	-5975	-7201	-4088	-2573	139	-192	322	313	4674	5709	6479	2851	2453	460	355	167	
-259	-319	-1195	-2159	-4194	-7691	-7564	-2970	-874	985	-288	-281	-251	4298	5577	7849	4539	2378	677	449	180	
-348	-390	-1526	-2963	-4683	-8510	-7343	-2309	-288	2791	-678	-1518	-795	2176	5071	8524	5270	3428	752	480	121	
-356	-511	-1132	-2837	-4935	-8557	-7028	-987	34	3525	-266	-2367	-1298	1744	4902	8168	5664	3709	1164	598	234	
-193	-421	-596	-2585	-4399	-8699	-7233	-798	78	3074	-340	-1801	-1832	1744	4902	9087	5233	3165	1033	572	147	
-215	-319	-1242	-2080	-4777	-8731	-6902	-1617	-259	2396	-170	-953	-1078	2608	5296	8018	3695	3222	958	251	0	
332	-392	-1368	-1765	-4399	-7109	-5879	-2561	-638	514	-37	-155	113	3190	5277	6498	2851	2416	564	355	-8	
94	-97	-817	-1214	-2494	-4842	-5564	-2797	-1330	-82	137	869	496	3509	4620	4659	2082	1385	-30	442	130	
-60	-230	-481	-230	-1171	-3393	-3628	-2325	-1850	-266	-200	982	846	3209	3006	2802	807	564	-82	485	355	
-52	105	-297	-249	-281	-1614	-2511	-1696	-2164	-958	-185	1057	1034	1951	2124	1770	95	321	-221	89	147	
429	-237	-276	-185	-228	-348	-1267	-2451	-1189	-738	-192	512	526	730	1016	-30	121	86	-62	-52	52	
123	26	-103	-95	-97	-156	-333	-1696	-1079	-706	-96	287	261	351	234	121	33	-133	-59	199	44	
