-64	5	-70	-96	-204	-263	-185	-535	-387	48	134	136	247	39	221	133	
-57	142	-14	41	-235	-461	-261	-483	-558	-143	225	232	271	219	180	78	
176	326	366	165	-311	-356	-158	-578	-889	-285	155	328	414	285	205	174	
92	217	224	-35	-63	-494	-514	-1112	-1234	-251	353	733	707	412	173	-27	
25	159	133	99	-21	-351	-1573	-982	-1176	-326	32	1347	978	648	282	15	
235	67	50	48	-92	-220	-1355	-430	-989	-258	-230	1023	374	277	137	-34	
176	-175	-160	-63	-173	-104	-350	326	-116	-231	-135	344	135	-87	23	-40	
159	-259	-209	-416	-332	57	270	1387	413	-305	-473	-370	-694	-504	-333	-34	
-183	-391	-407	-826	-228	387	937	2366	1944	355	-971	-1495	-2103	-1303	-1188	-206	
-330	-405	-851	-1489	-741	1872	1869	3501	2500	394	-601	-2189	-3061	-2088	-1718	-272	
-322	-308	-718	-1386	-318	1271	3064	4165	2587	347	-345	-2642	-3568	-2635	-2053	-179	
-309	-463	-1029	-1577	-345	210	2730	3606	1875	-20	-223	-2543	-3089	-2341	-1844	-20	
-127	-203	-851	-1003	-332	16	1359	1684	1267	-20	-135	-1410	-1723	-1528	-881	-20	
0	83	-777	-319	-214	-83	57	456	170	30	-142	-269	-342	-321	-74	173	
0	83	-63	-111	-242	-413	-427	48	-313	-88	40	104	318	396	474	338	
218	343	133	182	-256	-582	-1007	-448	-1492	-109	144	480	572	1187	948	236	
109	116	137	241	107	-480	-1863	-1661	-1895	-149	241	1074	1740	1204	1049	-40	
54	83	198	349	148	-509	-1036	-1849	-1938	-204	458	1091	1690	850	446	-20	
-15	142	225	132	-118	-248	-499	-968	-1464	-278	241	784	1300	365	260	-40	
48	106	50	74	-28	-138	-309	-390	-1119	-95	-81	496	927	269	159	-80	
84	-19	-265	-53	-42	-83	-144	-369	-238	-55	8	120	358	166	4	-179	
-57	-127	-355	24	-50	-104	-137	-314	-177	48	40	66	111	0	-53	-93	
