-244	-381	-287	-165	-158	179	-1	16	-14	-81	-98	
-355	-606	-302	-255	-144	374	176	32	-33	-81	-88	
-285	-988	-339	-172	270	1125	300	218	0	-122	-160	
-836	-1356	-532	-207	352	1230	1042	274	136	-88	-208	
-1176	-1327	-1093	-214	221	724	868	444	-75	-108	-67	
-1324	-1386	-990	-303	171	467	764	759	-75	1	-61	
-223	-723	-83	-35	-35	211	129	201	0	248	-7	
358	473	792	90	-470	-636	-860	-278	88	424	223	
1356	3247	1467	164	-1558	-2282	-1895	-506	136	443	318	
1608	3391	1752	271	-2704	-2729	-2742	-420	112	665	390	
1626	2639	1307	592	-1283	-1286	-2096	-380	329	386	175	
888	1226	667	564	-499	-342	-975	-312	128	375	228	
100	141	-7	287	-131	-62	-306	40	48	-14	207	
-341	-541	-408	271	-124	350	-102	242	-41	-155	31	
-674	-753	-580	49	-35	477	469	387	-21	-296	-141	
-82	-635	-521	-110	57	366	334	185	-149	-214	-108	
