-91	82	-14	44	57	65	-102	-265	-297	-350	-222	-94	-147	495	297	230	180	171	61	17	-174	-326	
19	36	36	82	204	81	-184	-461	-744	-404	-168	-181	106	905	930	117	167	237	41	-348	-333	-378	
-28	107	41	-20	212	-76	-630	-706	-1398	-872	-342	-214	-153	1055	1326	675	240	208	96	-348	-563	-481	
61	390	66	364	245	-144	-788	-1092	-1825	-942	-1258	-201	-94	1055	1409	1118	442	259	-23	-533	-989	-289	
-35	206	90	394	278	-144	-1090	-1135	-1227	-758	-920	-147	-94	922	1524	1151	450	270	-97	-407	-1336	-517	
-7	97	287	173	-103	-239	-1507	-1021	-502	-617	-708	111	-14	756	1574	987	481	278	201	-651	-752	-318	
-7	-17	115	115	-247	-185	-1133	-109	16	-21	-262	-74	23	283	595	335	-230	6	-23	-370	-752	-296	
-174	-271	-159	-214	-615	-157	-320	234	738	312	23	64	24	-20	203	39	-551	0	-99	-356	-200	-132	
-202	-624	-639	-330	-789	-69	340	739	1579	1688	521	222	31	-246	-809	-306	-669	-595	-15	87	862	-119	
-327	-944	-975	-932	-1254	350	781	1326	2522	1995	1503	261	94	-405	-1900	-1461	-1046	-1439	-156	271	1844	192	
-526	-826	-1063	-1442	-1326	513	1267	1809	2951	2284	2384	901	284	-1135	-2992	-2560	-2154	-2676	-289	673	2845	472	
-614	-517	-1327	-1879	-1283	846	1667	2638	3071	3051	3062	1473	102	-1926	-3585	-2931	-2947	-3057	-570	1334	3128	714	
-733	-591	-1561	-2025	-876	828	1424	3017	2179	2813	3231	1322	158	-1454	-3047	-2546	-2222	-4118	-304	1070	2637	1224	
-659	-782	-653	-1981	-1210	513	1684	3155	1836	2165	2249	1069	339	-1676	-2163	-2367	-2359	-3356	-156	729	3091	665	
-98	-395	-507	-859	-891	440	851	895	790	784	1571	373	213	-1038	-1403	-1557	-2331	-1711	508	900	994	297	
66	-312	-7	-248	-122	-110	154	298	16	200	358	-14	23	-760	-782	-422	-1784	-601	198	516	113	-30	
116	116	305	254	-7	-226	-293	-298	-573	-182	-289	-421	-94	-285	-258	-178	-361	-314	92	289	-245	-370	
116	157	330	1006	343	-205	-572	-935	-1697	-397	-877	-574	-189	-34	156	187	-20	255	197	-37	-1083	-896	
40	66	247	1465	1095	-321	-1119	-1564	-1740	-1721	-1497	-1177	-54	15	360	691	15	199	-96	-540	-1131	-1195	
-28	210	495	1041	614	-130	-989	-1908	-1569	-1934	-1680	-714	-193	181	913	921	139	89	-237	-666	-406	-1006	
70	307	418	564	339	-116	-334	-964	-1469	-1523	-1145	-508	-120	236	1161	1102	481	256	-208	-415	-289	-222	
83	33	173	148	294	-35	-340	-864	-1270	-1282	-793	-434	-14	118	880	970	435	425	-119	-311	-284	-230	
12	5	41	-97	196	-103	-306	-1178	-402	-377	-905	-241	0	165	399	491	349	286	-104	-82	-80	-178	
-5	-63	-118	-90	49	-123	-164	-1092	-291	-195	-376	-250	-100	45	183	117	130	61	-22	-67	227	-156	
