-226	-133	-94	-77	-77	-347	-214	-69	-81	20	-21	-7	
-198	-141	-57	-21	-195	-313	-249	-125	-42	130	-7	-129	
-82	-50	8	-14	-407	-458	-228	-138	-69	415	64	-35	
-143	-54	16	8	-600	-841	-507	-163	0	660	227	88	
-71	-36	84	-98	-1043	-1533	-1005	-7	425	1055	955	315	
-43	-29	-11	-182	-1088	-1577	-829	-220	327	1300	816	379	
63	15	-79	-328	-984	-1194	-858	-427	139	627	389	153	
50	-57	-146	-172	25	-194	-63	-351	-172	97	105	0	
-226	-225	-226	168	1122	886	827	-69	-630	-1257	-1076	-149	
-367	-570	-295	-49	1518	2585	1663	90	-1558	-2137	-1995	-359	
-410	-435	-540	125	1734	2782	1752	131	-1834	-2253	-2513	-263	
-205	-218	-510	108	1086	2263	1307	542	-1196	-2267	-2125	-183	
-133	-148	-92	16	358	1208	685	304	-717	-953	-745	-102	
-135	-148	-162	-210	-195	340	-56	-4	-76	-89	-293	-123	
