-197	-84	-78	-7	6	-132	-168	-213	-96	-395	161	182	328	179	111	118	
-176	-99	-43	0	-73	-109	-227	-456	-301	-255	-51	128	504	191	254	140	
-155	-64	8	108	-111	-125	-172	-630	-520	-573	-238	185	716	486	377	229	
-169	84	25	54	-49	-125	-186	-775	-464	-1277	-298	80	1074	758	539	347	
-148	193	102	133	-4	-138	-110	-934	-546	-1248	-292	64	1040	1198	749	308	
-289	252	58	56	41	-159	-90	-833	-342	-504	-244	16	470	826	436	134	
-204	53	-28	-7	-160	-60	172	-233	-35	-96	-107	-87	0	15	-114	71	
-187	-186	-308	-237	-561	-90	518	352	1300	486	-143	-257	-645	-539	-322	-253	
-500	-302	-308	-659	-944	-221	917	1992	2802	2309	137	-351	-1580	-1835	-995	-867	
-436	-779	-587	-910	-1297	-345	1518	2589	3921	2865	339	-559	-2628	-3188	-1878	-1732	
-465	-510	-880	-644	-1577	-287	1129	2923	3711	2882	298	-250	-2925	-3639	-2074	-1606	
-282	-358	-496	-393	-1209	-551	1059	2203	2960	2118	-20	-277	-2443	-3216	-2102	-1620	
25	-351	-433	-748	-767	-387	312	1025	2174	868	135	-210	-1396	-2061	-1247	-811	
194	-64	-266	-501	-264	-207	-152	32	811	-62	3	-115	-189	-539	-227	-187	
211	-85	-133	50	-167	-297	-655	-615	-116	-860	56	112	224	183	460	529	
213	16	-28	250	224	-414	-742	-1602	-953	-1622	-190	257	665	1029	985	1400	
127	50	209	402	581	-125	-461	-1834	-1488	-2010	-529	193	631	1317	1490	1082	
42	117	234	266	778	-69	-413	-1312	-1156	-2254	-278	72	409	1334	850	1216	
-11	143	157	258	653	57	-262	-702	-650	-1708	-258	160	784	1232	484	965	
-113	134	-7	150	653	74	-145	-456	-347	-1133	-231	120	631	690	261	268	
-169	-3	7	25	290	173	16	-199	-178	-688	0	88	488	318	63	189	
