-152	31	-40	-201	-243	-230	-156	-148	-148	-444	-163	-952	
-129	-97	-158	-296	-304	-311	-178	-289	-422	-604	-163	-457	
-212	-129	-440	-353	-337	-333	-459	-400	-555	-635	-333	-842	
-185	-220	-440	-418	-356	-348	-1288	-1620	-1860	-1832	-795	-921	
-139	-192	-360	-523	-548	-1659	-2581	-2377	-2900	-2604	-1031	-1094	
-265	-283	-373	-503	-1050	-2795	-2864	-3385	-3183	-2651	-1346	-1519	
-172	-362	-343	-223	-1475	-2999	-4173	-4173	-2663	-2021	-385	-732	
-198	-316	-367	-288	-2453	-4229	-4661	-4204	-1057	-1202	-119	-700	
-192	-336	-440	-484	-3636	-5632	-4046	-3338	-533	-793	436	-377	
-331	-448	-527	-935	-4992	-6515	-3274	-2251	-141	-194	883	-163	
-278	-389	-1306	-990	-6458	-6263	-1777	-289	-107	-119	1034	-185	
-126	-237	-1716	-976	-6379	-6578	-705	-141	122	-52	1769	-30	
-575	-323	-718	-1874	-5827	-6452	-563	-163	42	157	634	-45	
-630	-441	-682	-1942	-6931	-6152	-363	-37	52	205	657	191	
-350	-474	-1320	-1683	-6647	-5396	-437	-304	-93	-45	89	-377	
-350	-787	-1238	-1874	-5654	-5821	-1745	-1211	-74	-119	-158	-417	
-310	-376	-610	-2227	-4645	-5317	-3069	-1904	-156	-377	-185	-574	
-177	-126	-564	-1887	-3147	-5222	-3700	-2991	-444	-793	-449	-1251	
-218	-211	-418	-510	-1996	-3756	-4078	-4315	-1372	-1186	-984	-1377	
-172	-224	-385	-526	-892	-2542	-3542	-4094	-2143	-1753	-527	-1346	
-100	-126	-328	-317	-422	-1959	-2596	-3779	-2096	-2273	-764	-858	
-160	-200	-368	-242	-296	-1092	-1446	-2755	-1891	-2021	-532	-1220	
-199	-145	-217	-229	-217	-437	-326	-1321	-1214	-840	-200	-622	
-232	-240	-230	-168	-60	-237	-267	-769	-207	-478	61	-407	
