-12	-30	-13	30	1	-170	-170	-347	-369	-263	-354	-222	-118	-90	-30	225	132	86	-99	-103	-49	138	100	236	35	48	-45	-23	-125	-213	-204	
-52	22	6	107	-18	-119	-133	-524	-331	-383	-760	-214	-214	-207	-96	45	147	398	102	-81	110	570	112	431	60	336	-15	-19	-191	-121	-206	
8	104	61	70	-60	-150	-192	-546	-305	-177	-892	-773	-838	-266	-273	-96	60	287	190	60	0	1473	155	351	353	245	34	-28	-272	-152	-191	
-5	322	-215	-55	-177	-127	-141	-1046	-195	-734	-1630	-1793	-1057	-354	-582	121	147	301	277	346	224	1492	640	466	103	132	51	-45	-131	-23	-144	
-185	-110	-100	-23	-108	-129	-185	-1109	-902	-1692	-2086	-2123	-2015	-428	-708	-74	138	493	1166	938	625	1492	1200	1400	94	129	77	-38	-94	-52	-125	
-252	-167	-52	-134	-102	-96	-464	-1769	-1939	-2320	-2588	-2877	-1968	-604	-708	-177	-214	789	1372	2693	1483	3171	2859	2164	1099	595	258	0	4	77	-64	
-221	-252	-156	-266	-67	-530	-1313	-2209	-3494	-2855	-2573	-2280	-1999	-494	-199	-207	-29	320	1241	3365	1315	2835	3269	2276	1713	500	439	284	34	-52	-191	
-340	-303	-281	-399	-266	-642	-2256	-2256	-4657	-3027	-2227	-1605	-1560	-126	-192	-118	-15	233	1316	1890	1110	1511	3661	3860	2589	1080	543	465	335	-331	-187	
-247	-361	-495	-480	-1354	-1644	-3640	-3545	-4405	-2509	-1568	-883	-1293	-266	-143	-110	-221	147	157	1292	121	1063	3027	3804	3781	2271	2006	1439	404	86	-88	
-266	-399	-670	-1147	-1606	-2965	-4787	-3969	-3761	-1567	-829	-155	-665	650	148	43	-100	-15	150	631	-140	25	1442	2965	4396	3239	3569	2071	921	387	-59	
-417	-466	-1110	-1792	-2644	-4254	-5259	-3231	-3462	-376	-185	208	-383	1224	501	156	-207	-339	-170	121	-155	-74	544	1624	4470	3835	4872	2536	1293	413	189	
-238	-126	-1755	-2610	-3477	-5983	-5777	-2744	-1719	0	130	297	339	2217	477	320	-111	-2036	-1720	-493	-1274	-583	-294	189	3855	3854	6249	3187	2501	774	301	
-362	-362	-1818	-3254	-5333	-6691	-6076	-1769	-1106	532	425	1741	1932	3733	1288	278	-449	-2977	-4181	-1563	-2307	-896	-1785	-23	2719	3872	6081	4489	2501	1238	387	
-244	-466	-921	-2798	-5789	-7367	-6076	-748	-266	318	521	2940	3262	5437	2149	476	-1092	-3729	-6359	-3491	-2401	-332	-1817	-449	1956	4151	7756	5326	3096	2056	421	
-269	-377	-1283	-3144	-5726	-7886	-5903	-434	-148	486	408	4515	5098	6692	3103	537	-951	-4309	-8240	-5026	-3388	-375	-1848	-500	1397	4617	7737	6256	3412	2594	585	
-252	-193	-1441	-3333	-6669	-8027	-5432	-222	-22	550	530	5058	5735	7722	3478	433	-1218	-4419	-9023	-5825	-4015	-975	-1582	-419	950	3761	7514	6274	3709	1238	938	
-311	-362	-1472	-3616	-6276	-7618	-5809	-104	-413	203	338	5452	5004	7815	3665	546	-1500	-3462	-7817	-5715	-3529	-1021	-1269	-214	440	4021	7533	5958	3449	1145	548	
-281	-229	-1551	-2893	-5506	-7273	-5762	-166	-619	-52	78	4215	3749	6336	2841	783	-1045	-2318	-4902	-4415	-2621	-287	-799	-309	517	5697	7923	4768	2631	1907	715	
-261	-148	-1614	-1713	-4908	-6298	-5715	-1015	-1279	130	-15	2247	1745	4651	1999	502	-1124	-1722	-3491	-2676	-1352	-214	-392	457	1136	5752	7663	4303	2185	1350	232	
-229	148	-984	-1021	-3634	-4694	-5589	-2524	-1609	-30	-214	234	373	3003	820	268	-332	-280	-1814	-968	-757	458	60	1400	2105	6609	6453	2648	2185	275	-125	
-67	-240	-1189	-329	-2329	-3578	-5322	-2979	-2426	-1237	-358	-457	43	850	208	268	242	-92	-1140	-243	-757	535	406	1791	2943	5641	5021	1364	1795	146	-111	
87	-292	-874	-192	-1920	-1471	-4583	-3969	-2913	-2587	-798	-1495	-791	86	-332	130	39	8	389	311	-74	2014	2057	1866	4191	5548	2825	525	146	137	-140	
69	-141	-414	279	-1260	-591	-4111	-3907	-3730	-3467	-1756	-1448	-1528	-625	-350	-30	112	251	886	657	77	3022	3250	3077	4098	3872	1541	258	-140	-102	-294	
-67	-141	-252	0	-310	-141	-2068	-2948	-3384	-4221	-2635	-1935	-2250	-1394	-413	-59	190	695	1297	1479	625	3022	4649	3599	4098	540	275	34	-199	-111	-147	
-65	-104	-156	17	-310	-346	-842	-1816	-3117	-3357	-2934	-2359	-3051	-939	-332	-55	103	1387	2193	2226	1147	3245	4537	3394	2757	559	-140	-199	-360	-250	-111	
-147	-61	17	-38	-148	-89	-229	-858	-2096	-2509	-2211	-2437	-2894	-719	-473	-121	60	1667	1951	1740	1166	2816	3083	2350	724	385	-67	-103	-186	94	-250	
-148	-8	-43	-37	3	156	121	-858	-1546	-1881	-1866	-2390	-1968	-1174	-413	-15	112	1630	1540	1274	1670	2126	2076	1530	327	327	-140	-191	-62	-39	-64	
-174	-163	-141	-8	43	304	118	-273	-886	-970	-939	-1636	-1371	-472	-413	-243	-118	620	354	228	1128	1007	361	561	17	224	146	-60	-74	-47	-83	
-126	-15	-126	-60	-89	139	50	-82	-295	-486	-390	-537	-775	-405	-398	-214	-15	564	-96	389	406	138	-125	94	13	135	-15	-118	-206	-74	-183	
