-57	-360	-38	-8	58	-319	-305	-318	-298	-110	285	-21	72	
-107	-93	-134	-71	293	-348	-388	-419	-358	-315	497	105	72	
-121	-64	-52	-15	10	-397	-532	-551	-399	65	2069	89	363	
-25	33	8	30	-151	-585	-606	-601	-186	278	2680	389	297	
34	84	26	-29	-56	-526	-1327	-1078	-262	302	1702	295	484	
-23	23	-69	-36	-112	-777	-1577	-1195	-461	147	627	324	169	
-107	-8	-289	-183	125	-42	-284	-276	-55	-76	163	-143	-68	
-149	-219	-450	-148	402	475	307	231	-35	-528	-809	-1133	-122	
-376	-733	-668	-323	234	1716	2299	1610	148	-1689	-2672	-2053	-305	
-213	-869	-584	-465	125	1896	2979	1948	320	-2124	-2831	-2383	-520	
-100	-262	-343	-301	-14	1734	2746	1645	304	-1079	-1675	-2398	-326	
-93	0	-225	-157	-7	1032	1727	738	263	-194	-679	-1334	-393	
34	203	-120	-92	-56	283	340	-201	-131	-165	-192	-232	-116	
204	71	-64	-169	-245	-91	-111	-236	-35	16	366	129	105	
-135	-41	-36	-141	-370	-23	-430	-595	-83	384	425	227	185	
-96	-64	84	-85	-308	-363	-238	-369	-193	212	342	251	69	
-121	-88	84	67	-412	-452	-365	-327	-227	8	219	146	114	
-29	-4	236	-15	-224	-418	-319	-346	-28	88	260	170	170	
204	139	190	109	-49	-167	-333	-428	-24	114	162	32	87	
-11	105	143	100	-28	-49	-416	-463	246	16	-26	47	42	
