8	6	-71	-119	-306	-305	-228	-196	73	448	24	
-13	50	117	-136	-511	-561	-712	-262	920	1370	300	
0	81	75	-28	-407	-871	-1283	-179	849	1859	729	
-43	78	24	-182	-969	-1400	-1547	-282	335	1160	295	
-142	118	40	33	-1324	-1091	-1327	-124	49	391	275	
-99	0	-15	33	-279	-243	-180	-90	-35	-130	-62	
-339	-415	-169	-84	200	506	543	-21	-862	-1098	-1320	
-226	-668	-267	-21	690	2496	1610	-117	-1877	-2946	-2484	
-156	-547	-585	201	1032	3337	1752	-21	-2168	-3119	-3231	
-184	-777	-839	268	1086	2782	1521	542	-891	-2036	-2628	
-156	-777	-152	184	441	1387	667	444	-223	-1127	-1162	
-113	-29	-125	-43	-105	190	-49	-49	-144	-369	-774	
