-8	277	100	-223	-267	-283	-337	-336	-389	-497	-244	80	96	71	87	15	70	43	31	-47	-46	43	-45	-97	
84	277	-21	-105	-409	-140	-489	-363	-396	-760	-305	-97	-27	15	436	177	94	188	100	-99	44	201	61	-3	
59	-57	-72	-232	-430	-97	-495	-601	-607	-889	-427	-135	-24	223	650	330	204	329	282	248	121	420	289	0	
-92	-92	-168	-319	-506	-595	-946	-2197	-1055	-1090	-535	-843	-155	215	1338	292	448	1244	265	528	862	423	161	-52	
-176	-180	-231	-836	-826	-1649	-1704	-2472	-1314	-1880	-549	-843	40	239	1625	1450	1604	1458	1069	543	1114	499	274	446	
-212	-218	-266	-821	-841	-2440	-2739	-3459	-1906	-2742	-508	-672	-48	199	1675	1350	1836	1888	1725	512	1335	297	460	296	
-240	-295	-601	-1295	-2048	-3143	-3293	-4010	-2412	-2613	-332	-358	-101	23	1456	331	2418	2515	2513	2862	1530	649	455	385	
-307	-406	-791	-1916	-2872	-3934	-4212	-4068	-2325	-2125	-129	-115	72	-161	442	-27	1387	1987	2447	2862	3182	315	413	560	
-310	-246	-954	-2493	-3608	-5560	-4518	-3720	-1690	-1133	16	160	15	-396	56	-280	432	913	1545	2487	4737	762	585	569	
-324	-253	-1875	-2847	-4624	-6425	-4460	-2487	-512	-731	-93	88	224	-37	-18	-406	118	391	626	2031	5709	1439	597	805	
-429	-555	-2143	-3128	-5698	-6513	-4372	-1500	-28	-501	258	-41	4	-436	-268	-839	47	-34	35	2324	4640	2933	1958	805	
-359	-868	-2633	-3853	-6346	-6820	-2652	-1138	203	-109	379	133	-159	-257	-404	-1230	-325	-212	-14	2031	4607	3803	2147	1202	
-275	-1271	-2277	-4504	-6802	-6981	-1486	-329	211	24	140	111	-157	-652	142	-1300	-732	-464	-132	520	5385	4049	2959	1126	
-338	-1451	-2499	-5199	-7479	-6923	-1238	-586	-18	56	234	97	72	-275	-41	-1397	-305	-288	-132	458	4899	4465	2771	937	
-317	-1242	-2381	-4711	-7641	-6674	-932	-369	-48	-14	106	-27	248	-476	-201	-993	-140	-251	182	1232	4332	4673	3186	843	
-289	-1316	-1994	-4400	-7685	-6439	-1369	-891	-296	-334	-41	-162	-27	-265	-187	-504	-87	-205	-119	1215	3976	3519	1958	595	
-29	-1719	-1563	-3143	-6846	-6498	-2448	-1341	89	-716	-252	-291	324	15	95	-237	-34	15	507	563	4948	3727	881	786	
-268	-1062	-731	-2493	-5948	-6293	-3046	-2342	-178	-1377	40	-374	34	75	-58	-39	314	305	1298	1264	4786	2668	446	416	
-71	-540	-330	-1871	-3682	-5136	-3527	-2937	-982	-1909	-298	-220	35	95	103	176	668	1260	2431	1998	2923	1647	569	463	
-167	-379	-657	-1546	-2622	-4389	-4139	-3720	-1719	-2139	-563	-487	-54	151	373	-27	1205	1789	2710	1802	1951	1345	481	428	
16	-218	-349	-762	-1342	-2953	-3060	-2937	-2109	-2383	-535	-986	88	366	412	537	1853	1871	2890	1036	1076	1572	271	339	
-157	-183	-447	-383	-782	-1898	-3250	-2777	-1950	-2268	-649	-672	-101	199	373	1199	1953	1822	2496	551	687	665	157	145	
-177	-71	-229	-160	-215	-785	-1806	-1965	-1199	-1722	-992	-601	40	151	404	848	1736	1574	2053	481	456	359	240	35	
-137	-64	-110	-49	-172	-346	-465	-934	-417	-1176	-495	-701	24	7	349	411	1437	1128	1594	341	286	148	113	39	
-92	75	-98	-25	-77	-97	65	-268	-430	-688	-210	-237	0	-121	230	319	495	62	215	127	41	78	71	26	
