-15	-15	-163	-130	-136	-155	-212	-229	-174	8	-308	-255	-266	-192	-302	-9	-96	77	-23	-13	-52	-23	-59	116	310	-74	40	64	43	-74	-3	
-222	-135	-167	-141	-141	-163	-244	-257	-281	-435	-457	-251	-838	-369	-598	-159	112	155	138	77	72	293	-8	215	275	319	135	120	-15	-96	-14	
-296	-260	-229	-83	61	-111	-240	-273	-281	-860	-472	-522	-1183	-457	-507	-140	-30	476	237	77	365	855	-15	647	258	229	134	155	-125	-96	-8	
-318	-177	-30	-23	-35	-89	-332	-342	-320	-813	-625	-1056	-1183	-501	-833	-343	-177	252	259	135	458	2313	212	692	409	362	173	172	-53	-42	34	
-289	-243	-88	165	-89	-281	-327	-443	-776	-1928	-1253	-1793	-1654	-1033	-1100	-221	-67	450	579	732	1483	1921	1013	1232	327	258	187	34	-33	2	86	
-37	-148	-40	48	34	-217	-251	-1345	-1876	-2478	-2133	-2939	-1591	-1206	-881	-295	-192	441	476	2095	2136	2518	2486	1978	1173	1043	284	146	36	95	86	
-200	-274	-148	34	-74	-369	-417	-2256	-3305	-2807	-2431	-3065	-2078	-1080	-269	-250	-199	268	562	2263	2229	2313	3549	2201	1564	689	457	68	109	106	1	
-141	-252	-266	-119	-259	-905	-1533	-2492	-4012	-2886	-2620	-1982	-1560	-369	-258	-236	-133	242	354	2469	1950	1399	3530	2854	2812	1471	1392	163	198	103	-17	
-237	-269	-311	-215	-741	-1078	-3231	-3545	-5034	-2792	-1709	-1370	-1450	-288	-224	-59	-46	34	83	1983	484	932	2225	2127	4228	2160	2639	534	419	215	-111	
-141	-274	-347	-451	-2014	-1691	-4316	-3624	-5096	-1629	-845	-384	-1057	138	-48	-50	-23	77	450	648	-45	-94	1461	1959	4042	3500	4109	629	735	275	75	
-162	-244	-111	-864	-2313	-2823	-5400	-3011	-4232	-781	-192	0	-354	572	222	142	34	-162	86	43	-412	-15	440	1158	3930	3816	5356	2034	1367	644	267	
-193	-274	-591	-1744	-2439	-4333	-5762	-3042	-2897	-82	26	372	225	2441	433	364	-52	-798	-1187	-827	-1618	-243	-412	51	2626	3928	6249	3726	2836	811	129	
-200	-425	-890	-2893	-4027	-6471	-6328	-2288	-1530	217	286	1328	658	3752	1606	671	-81	-1738	-3538	-2065	-2480	-397	-1159	-59	708	3053	6007	5363	2854	1703	344	
-303	-333	-323	-3176	-4075	-7163	-7192	-1424	-870	339	364	2584	2194	5325	3122	1269	-162	-2977	-5481	-4697	-3169	-567	-2130	-272	172	3407	7756	6163	3468	2985	309	
-318	-537	-1016	-2452	-4766	-7430	-6972	-1329	-384	86	121	3184	3281	6804	3721	1681	-104	-3604	-7033	-6044	-3999	-693	-2709	-375	-15	3742	7589	7632	4081	3003	920	
-326	-481	-969	-3302	-5238	-7414	-6642	-764	-200	19	156	3653	4499	7666	4245	1662	-873	-3713	-7268	-6389	-4171	-849	-2083	-184	-140	2420	7086	7242	3970	2390	1477	
-281	-1113	-1315	-2751	-5490	-7666	-7271	-1471	-384	34	-67	3821	4424	8078	3946	2018	-653	-3086	-7017	-6060	-4187	-1037	-2177	138	-258	2606	7272	7297	4230	1442	827	
-385	-641	-1189	-1996	-5081	-7288	-7239	-1486	-446	-113	8	2622	3131	6299	3964	1251	-622	-2224	-5528	-5089	-3983	-771	-1331	86	-74	3686	7402	5995	3059	2130	641	
-278	-259	-650	-1351	-4090	-6801	-7176	-1864	-1106	-45	-229	1441	1014	4520	2916	537	-512	-1190	-4134	-3302	-2605	-537	-1018	388	302	4077	7328	5382	3133	2074	381	
-281	-170	-584	-1288	-2769	-4773	-6705	-3561	-2064	0	-443	165	243	2872	1213	312	-457	-148	-1219	-1939	-1258	-67	-147	1661	838	4822	6453	4377	2817	680	163	
-191	-8	-371	-329	-2549	-3452	-5887	-3797	-2457	-325	-641	-258	-116	1243	521	121	-435	190	-228	-537	-478	440	457	2332	1769	5213	5430	2722	1999	447	-30	
-185	-171	-291	-244	-1134	-1597	-4378	-3859	-3604	-1551	-1191	-722	-1136	156	-74	-103	-258	389	285	-59	-103	1492	1386	2723	3278	5827	3681	2034	301	344	-125	
-141	-289	-208	-185	-517	-324	-3420	-3985	-4232	-2697	-1583	-1856	-1732	81	-420	-199	-104	489	502	285	103	2108	2356	2835	3818	5194	2285	1309	-59	284	71	
-178	-171	-67	-221	-429	-207	-1989	-3089	-3525	-3797	-2557	-2296	-2486	-1190	-641	-162	-162	807	1110	1143	960	2779	3642	3469	4042	2886	1095	17	2	60	46	
-148	-148	-132	-200	-163	-251	-700	-2178	-2975	-3828	-3154	-2547	-2910	-1535	-1524	-8	-199	482	657	1778	1744	2779	3344	2891	2887	1955	481	165	-8	-89	-133	
-141	-70	-111	-111	-163	-96	121	-1046	-2064	-3294	-2306	-2139	-2815	-1630	-896	-15	-346	666	755	1106	1222	2910	2747	1735	1713	1601	519	172	73	146	9	
69	-51	-148	-94	-244	-18	17	-458	-1530	-2195	-2510	-1511	-2266	-1990	-1084	-15	66	901	294	975	1184	2537	1889	916	1229	726	274	-103	-15	189	-3	
-15	-52	-200	-113	0	-86	-170	-126	-1294	-640	-1442	-679	-1732	-876	-865	-340	-273	442	242	284	389	1250	995	673	353	138	-45	115	117	60	28	
-146	-170	-200	-156	-115	-155	-111	-104	-1012	-860	-625	-229	-634	-332	-420	-207	-155	142	181	151	550	1697	501	60	155	77	19	68	86	68	-74	
-215	-237	-333	-199	-148	-119	-15	-133	-118	-384	-288	-170	-155	-240	-317	-192	34	103	107	44	425	1063	527	222	207	188	-23	336	202	456	-67	
