-115	-148	-251	-264	-23	-42	-199	-297	-268	-243	-103	-199	-260	-59	-59	146	105	-8	336	189	172	66	77	154	24	-8	-73	-240	-81	-62	
-126	-207	-207	-201	0	-23	-45	-494	-309	-398	-375	-349	-309	-376	-15	241	284	144	353	290	206	68	180	68	25	-81	-108	-196	-125	-8	
-222	8	-229	-176	-129	-158	-118	-920	-479	-1015	-537	-462	-250	-449	-164	148	174	-52	379	413	347	240	285	137	17	54	-111	-172	-110	-51	
-130	34	-59	-325	-339	-361	-273	-1077	-751	-999	-639	-710	-184	-471	17	163	136	154	258	447	532	585	387	180	102	60	-81	-271	-118	-38	
-340	-97	-23	-229	-338	-413	-589	-1108	-1284	-2096	-1156	-1023	-287	-768	-74	164	193	275	472	1200	1833	1013	627	302	154	154	-59	-141	-90	34	
-642	-59	52	-118	-369	-606	-746	-1657	-1722	-2864	-1516	-1978	-368	-1316	-368	284	198	526	1030	1274	2780	1885	843	249	205	42	-220	-47	4	-52	
-281	-52	2	-67	-494	-896	-1468	-2613	-2161	-3883	-1720	-1743	-258	-1801	-338	284	454	946	1569	1367	3245	2907	1883	824	378	0	-74	308	205	36	
-340	-244	78	-118	-221	-1681	-1750	-3256	-2616	-4243	-2362	-1994	-383	-1770	-309	181	388	431	1383	1683	3003	3353	2904	2160	360	25	-44	147	154	60	
-209	-192	-160	-317	-464	-3234	-2409	-4181	-2679	-4024	-1281	-1790	-309	-1378	-59	51	319	522	918	422	3691	3780	2737	3774	1278	584	394	171	71	-169	
-239	-281	-207	-916	-1331	-4269	-3852	-4448	-1879	-3428	-890	-1023	-353	-1269	-392	-316	86	422	241	267	2204	2795	2774	4126	2186	1484	446	1118	128	-103	
-295	-362	-1605	-1779	-2665	-5697	-4793	-3538	-657	-1281	-111	-302	363	-206	77	-507	8	8	60	310	361	1421	3089	4405	3911	2689	791	2285	94	154	
-362	-547	-2453	-2643	-4328	-6622	-4102	-3037	-139	-486	121	-140	1473	146	120	-274	-364	-746	-331	-323	258	1031	1493	3273	4690	4154	1069	2266	-8	454	
-401	-672	-2186	-3114	-6164	-6810	-3209	-1923	129	95	415	337	3637	957	77	-441	-441	-2154	-419	-1751	-89	-162	639	2920	4523	5340	2514	2414	317	235	
-273	-1081	-2704	-3914	-6776	-6967	-2315	-1328	359	1073	956	1240	4458	2617	51	-1124	-1469	-3483	-1795	-2329	-485	-492	275	1733	4504	5766	3533	3988	437	128	
-435	-1065	-3112	-5107	-8079	-6748	-1640	-497	484	1745	2114	3181	5670	3717	301	-1092	-2142	-5000	-3719	-3033	-514	-586	-132	1047	4134	6841	4367	4488	633	60	
-391	-1238	-3740	-6237	-7655	-5948	-809	-920	732	2268	2431	4525	6435	4593	328	-1343	-1265	-6721	-4547	-3924	-1246	-1242	-66	1177	4449	7397	5237	4099	652	205	
-514	-1081	-3771	-6143	-7906	-5932	-391	-826	718	1633	2375	4786	6435	4276	241	-1186	-2986	-7112	-5251	-4283	-933	-1133	154	527	3781	7657	5849	2988	448	376	
-421	-1395	-3191	-6158	-7561	-5901	-15	-998	676	1708	1983	5253	6006	3735	822	-936	-2580	-6674	-5235	-3736	-1527	-1492	-30	824	3818	8120	5478	2747	929	351	
-281	-1002	-2735	-5578	-6180	-5916	-236	-1437	502	494	2319	3648	5297	2896	1344	-779	-2126	-6033	-4000	-2298	-590	-1008	129	1715	4282	7527	4200	2414	929	876	
-246	-531	-2657	-4636	-6258	-6340	-1138	-1531	-262	-59	1535	2379	4514	1871	916	-1280	-2220	-4156	-2827	-2126	-323	-446	111	2494	4319	7064	3644	3229	615	654	
-52	-295	-2045	-3804	-4768	-5932	-2158	-1594	43	-59	346	1072	1567	1442	822	-842	-827	-2185	-463	-1172	258	-96	51	3403	4708	6415	3403	1525	355	351	
26	-332	-663	-3176	-3905	-5759	-2534	-1986	-74	-258	77	155	449	466	638	-445	-796	-1153	94	-391	576	86	447	4256	5246	5266	2329	711	448	171	
165	-244	-280	-1214	-2508	-4536	-2863	-3005	-552	-1736	-250	-788	112	-309	-24	-307	-324	-147	620	8	1238	938	1697	4182	4152	3227	446	257	137	25	
-14	-59	-148	-618	-657	-3453	-3773	-3429	-2444	-2833	-796	-1571	-228	-924	-361	-226	138	353	1718	620	1926	2313	3535	4089	2873	850	111	17	-99	-60	
4	-8	-77	-192	-155	-2183	-3506	-3883	-4011	-4118	-1610	-2433	-865	-1143	-497	-373	655	71	2201	2222	4081	4058	3943	3440	1723	-96	85	-498	-125	-89	
165	95	43	-38	182	-865	-2503	-3570	-3839	-4478	-1548	-2683	-1256	-1394	-111	-191	1545	448	2406	2297	4917	4560	2774	1974	1389	227	-169	-233	-202	-308	
16	13	-31	-185	62	-148	-1875	-2363	-2334	-3726	-2472	-3153	-633	-1644	-412	129	1899	908	2629	2427	4155	3445	2161	1269	232	-213	-125	-185	-140	-213	
-30	-163	-156	-56	14	-207	-1060	-1610	-1080	-3068	-2159	-2057	-473	-1050	-236	-30	1657	543	1811	2334	2762	2907	918	-11	111	-121	-141	-242	-140	-105	
-170	-132	-177	-53	260	-236	-510	-479	-523	-1705	-1579	-1743	-272	-846	-319	-111	1247	526	1216	1274	1888	1161	378	0	94	-323	-74	-189	-103	-66	
-126	-111	-140	88	775	-251	-265	-203	-420	-811	-921	-1195	-630	-689	-81	-45	741	224	361	809	848	413	-169	-22	-52	-129	197	-35	-162	-147	
