-220	-246	-275	-274	-360	-348	-200	-303	-333	-266	113	-37	201	215	348	330	0	175	76	42	112	112	67	
-180	-204	-111	-119	-466	-358	-441	-525	-575	-511	-133	-74	200	217	487	902	226	226	269	149	169	138	34	
-149	-92	43	-104	-432	-481	-678	-1218	-1488	-1204	-412	-126	435	470	775	1071	269	1504	417	199	277	112	86	
-178	-262	-199	-296	-674	-1226	-1403	-2179	-1944	-1692	-185	-325	277	461	1828	1579	824	2048	701	568	286	288	234	
-176	-244	-279	-729	-1714	-2503	-2585	-3092	-2181	-1802	-893	-392	208	496	2655	2762	2890	2630	1245	1088	579	520	309	
-171	-256	-553	-1187	-2707	-3590	-3593	-3281	-2070	-2164	-481	-174	110	331	1941	2762	3265	3588	2952	2120	1647	695	216	
-245	-327	-489	-1628	-3794	-5701	-3766	-2824	-1220	-1299	-215	-274	78	-126	850	1823	3453	3175	4453	3376	1947	399	301	
-396	-432	-1160	-2369	-5591	-6568	-4034	-2399	-281	-222	-45	-186	-185	-384	357	452	3021	3269	5335	4502	3353	1220	156	
-414	-699	-2138	-4087	-7199	-6473	-2443	-1344	655	462	870	-237	-927	-1385	-670	-340	313	2368	6292	5533	4046	1538	555	
-433	-686	-2721	-5285	-7388	-6410	-1576	-856	2410	1417	1868	218	-1273	-2360	-2462	-1518	156	903	5841	6414	4890	1688	1018	
-426	-523	-3115	-5096	-7703	-5323	-757	-230	3900	3075	3978	261	-1524	-3634	-4804	-2917	-23	321	5260	7427	5433	2026	2142	
-405	-477	-3273	-6815	-7025	-4567	-222	253	4805	3622	5617	357	-1619	-4452	-6487	-4064	-192	52	5428	7708	5996	2194	2310	
-427	-609	-3620	-7240	-7356	-4772	-267	262	5219	3603	5579	523	-1383	-4845	-5873	-3907	-15	-37	4565	7596	6408	2569	1992	
-361	-1235	-3462	-7177	-7340	-4961	-505	-45	4805	4206	5070	235	-1131	-3839	-5355	-3514	113	330	5110	7427	6052	2981	1805	
-568	-799	-2185	-5790	-6505	-5481	-1088	-296	2467	1813	3639	-23	-911	-3288	-3138	-1848	478	1354	5222	6489	5696	2063	2179	
-513	-373	-1664	-4150	-5922	-6017	-2222	-1958	695	183	1774	-443	-554	-2140	-1361	-527	1575	2330	5316	5139	5902	1332	2198	
-361	-881	-923	-3141	-4377	-5701	-3593	-2431	-111	-422	514	-1000	-74	-756	-8	69	3171	3494	5222	4502	3428	752	590	
-243	-530	-450	-2101	-3574	-5244	-4113	-2982	-1787	-2149	-119	-1409	122	-141	1189	1222	3941	3100	5278	3751	2041	208	355	
-260	-255	-393	-603	-1667	-3574	-3293	-3187	-1960	-2794	-333	-578	401	514	2260	1748	4091	2968	4378	2120	1235	303	26	
-233	-241	-185	-481	-385	-1951	-2490	-2966	-2133	-2448	-156	-214	627	972	2787	1936	2927	3043	3046	1445	173	95	121	
-230	-130	-15	-474	-148	-1053	-2175	-2053	-1819	-2086	-289	-81	418	461	2749	1898	2364	2067	888	901	240	-23	199	
-256	-33	-25	-185	8	-769	-1198	-1438	-1551	-1299	-311	-237	313	287	1715	1184	1781	1316	182	112	-89	-155	8	
-128	69	-35	-163	-77	-178	-555	-437	-1283	-429	-348	-37	223	244	1320	658	1312	652	-89	52	-188	-361	-122	
-98	-66	-21	-185	26	-311	-488	-401	-417	-377	-163	122	67	130	348	113	1744	513	2	-148	-354	-270	-118	
