84	-190	-68	-12	-76	-183	-269	-244	-157	-293	34	32	24	-60	-41	97	464	117	117	85	254	201	199	
12	-91	-101	-126	-177	-228	-296	-350	-278	-127	53	-7	32	-114	-42	-27	668	15	93	62	85	151	61	
-23	-162	-119	-146	-277	-339	-275	-528	-444	-347	-45	-21	-47	-19	15	142	459	376	163	-14	52	175	446	
-90	-141	-70	-174	-402	-360	-640	-760	-621	-975	-420	-270	-41	71	87	221	653	946	210	132	147	141	112	
-29	-115	-98	-273	-650	-917	-1748	-1732	-1011	-2010	-387	-264	-222	183	901	411	939	1574	937	155	208	131	9	
42	-190	-172	-167	-1283	-712	-2331	-2719	-1675	-2771	-603	-174	-142	215	1237	1132	1670	1838	1184	442	665	286	201	
-105	-253	-231	-327	-2357	-2103	-3104	-3444	-2542	-3001	-481	-587	-337	23	1574	1149	2086	3556	1955	1900	789	432	262	
-145	-274	-687	-910	-3019	-3656	-3847	-3981	-2455	-2584	-312	-359	-310	39	757	982	2418	3771	2775	2976	1254	394	26	
-92	-218	-1103	-2019	-4256	-5180	-4110	-3764	-1820	-1535	80	-75	-139	-141	436	308	1820	3193	3530	3465	3911	929	394	
-225	-630	-1014	-2596	-4992	-6791	-4256	-3024	-694	-975	484	168	-27	-793	246	-407	1454	2681	3678	3824	5693	986	631	
-338	-883	-1162	-3646	-6272	-7318	-4139	-2414	154	0	2672	996	-115	-1624	-112	-2039	346	1310	3268	5292	5174	948	385	
-415	-1122	-1935	-4430	-6478	-7216	-3731	-1834	643	833	3311	1390	-128	-1948	-1752	-3587	-272	336	2857	5177	6195	1307	411	
-317	-883	-2737	-4785	-6832	-7831	-3600	-1007	1073	3021	4381	2093	88	-2103	-3406	-4327	-1759	-304	2431	4542	7426	1345	297	
-408	-928	-2470	-4489	-7155	-7743	-3337	-833	1649	3716	5485	2625	240	-2723	-4135	-5150	-1857	-948	1495	4623	7637	1685	352	
-92	-1212	-2143	-4474	-7685	-7684	-3075	-717	1562	3073	5761	1905	576	-2413	-3855	-5164	-1385	-357	1085	5536	6179	1855	900	
42	-1495	-2336	-4356	-7111	-7626	-2681	-1196	986	2309	4657	1836	432	-2427	-3210	-4396	-829	117	1594	5504	6357	1799	370	
-64	-1242	-2306	-3232	-6478	-6893	-2769	-1631	252	816	2914	1219	280	-2089	-2341	-3225	-325	666	2578	4330	6114	872	578	
-326	-913	-1875	-2670	-5610	-6483	-3570	-2821	-239	-252	1447	345	336	-1131	-897	-2220	291	1838	3563	4003	4883	762	389	
-325	-570	-1207	-1916	-3608	-5516	-3818	-3502	-1213	-1765	169	80	256	-891	-154	-365	1304	2895	3284	3971	2453	744	975	
-218	-346	-895	-1502	-2534	-4711	-4285	-3909	-2253	-2742	-373	-331	168	-389	222	221	2601	3771	3268	3205	1303	683	843	
-254	-281	-280	-378	-1297	-3290	-3352	-3735	-2109	-2872	-907	-957	80	47	1338	1116	2950	3094	2956	938	804	446	26	
-268	-162	-28	-313	-451	-1635	-2710	-2995	-2195	-2699	-1235	-658	-7	71	1254	982	2967	2070	2168	310	549	464	26	
-380	-71	-47	-230	-222	-829	-1384	-2197	-1502	-2383	-1293	-829	136	265	665	1266	3000	1359	1676	186	290	420	61	
-210	-127	-75	-98	24	-587	-1034	-1283	-795	-1880	-621	-502	144	191	598	764	2285	880	823	31	175	271	-67	
-71	-36	-93	-98	-123	-304	-625	-630	-650	-1133	-238	-189	-35	95	388	848	822	-60	351	134	110	262	-348	
-85	-103	-161	-126	-203	-249	-495	-441	-539	-702	56	-138	-189	23	238	458	487	-258	312	47	-32	140	9	
