-195	-257	-242	-193	-7	309	-28	-7	-55	-81	-215	
-467	-473	-228	-214	-42	489	186	84	-61	-68	-148	
-688	-826	-387	-179	335	1195	292	218	0	-71	-101	
-748	-1194	-449	-28	491	1562	660	525	104	-115	-73	
-718	-1695	-932	-186	368	1160	660	506	-81	-310	-27	
-467	-1077	-697	-255	180	627	660	241	-216	-123	-83	
100	-111	-256	-172	-69	268	0	16	-34	-115	95	
1446	1029	289	-138	-601	-1329	-1291	-380	-14	16	30	
1734	3247	1201	197	-1297	-2975	-2513	-520	104	432	63	
1644	2943	1894	444	-1761	-3018	-3102	-292	64	313	287	
1338	2603	1574	370	-1268	-1993	-2599	-238	410	354	326	
358	1208	738	263	-296	-636	-1550	-238	152	193	302	
-56	-91	123	189	-226	-103	-347	121	64	-34	207	
