-230	-368	-260	-96	96	521	8	-14	
-496	-444	-404	-62	-62	276	-62	-40	
-644	-1003	-325	123	229	709	227	-7	
-836	-1371	-615	-131	278	583	278	129	
-1088	-1695	-1005	-220	163	356	173	331	
-1221	-1621	-917	-420	171	505	324	129	
-7	-236	-318	-324	-21	-205	56	64	
500	564	272	-207	-340	-838	-1377	-373	
1590	2907	1414	213	-1471	-2008	-2671	-935	
1518	3176	1877	238	-1979	-2628	-3231	-949	
1482	2925	1272	180	-876	-2470	-2082	-649	
942	1548	495	57	-354	-1170	-688	-416	
25	74	24	148	-83	-41	-130	-285	
-334	-561	-270	148	32	391	332	-217	
-156	-664	-404	205	368	529	712	201	
-141	-841	-712	8	298	513	486	242	
