12	-48	-77	-41	-62	-143	-252	-214	-601	-7	176	256	153	44	98	
109	-91	59	20	-111	-165	-615	-513	-645	-187	136	287	302	272	179	
115	117	175	174	24	-344	-920	-578	-975	-231	136	456	438	428	276	
109	185	152	8	-63	-413	-1544	-1257	-1176	-735	-61	1432	462	460	379	
130	201	241	110	-56	-124	-1007	-1127	-1234	-849	0	1551	470	749	474	
31	75	141	-23	-90	-49	-1079	-492	-1191	-335	-135	1296	263	373	300	
-84	-6	-70	-250	-138	-21	-295	-110	-306	-234	-203	328	-148	-101	110	
-85	58	-186	-272	-201	370	294	701	202	-89	-317	-202	-835	-374	-353	
-113	-35	-244	-451	-228	387	1394	2104	1910	476	-1185	-1254	-2033	-1205	-1007	
-225	-419	-703	-561	-249	935	2273	2977	2674	895	-1213	-2429	-3188	-1920	-1871	
-316	-468	-674	-518	-276	1182	2677	3047	2708	791	-786	-2854	-3188	-1990	-1927	
-253	-462	-762	-561	-536	581	1587	2645	2379	291	-672	-2727	-2695	-2215	-1830	
-148	-363	-258	-444	-304	156	726	1667	1441	204	-277	-1566	-1554	-1177	-1118	
-120	-119	-216	-174	-235	-76	16	464	-62	153	-237	-659	-235	-267	-127	
117	569	-28	-153	-207	-436	-470	-342	-1076	-143	8	24	255	436	347	
308	369	275	165	-118	-771	-1152	-925	-2010	-326	-7	440	639	1305	630	
168	326	316	197	-7	-465	-1413	-1545	-2398	-387	394	512	1368	1911	1065	
16	-77	325	315	27	-351	-1021	-1560	-1708	-251	466	631	1334	1019	764	
-8	-77	80	153	49	-131	-644	-1791	-1421	-7	361	368	1012	460	450	
-120	-28	13	76	148	-97	-775	-925	-673	-95	168	456	843	373	118	
-14	-12	-26	-7	-38	-152	-295	-396	-245	-210	120	392	318	103	-7	
