-133	-395	-463	-372	-62	968	243	32	
-244	-381	-712	-379	139	1055	-68	137	
-378	-782	-1224	-303	237	1318	146	175	
-688	-1091	-1298	-234	568	1160	434	492	
-895	-1047	-917	-255	231	627	694	340	
-334	-139	-256	-152	-14	-14	8	153	
333	886	214	-83	-775	-1098	-1148	-177	
2166	2263	1681	49	-1050	-2542	-2254	-238	
2238	2550	1965	148	-1994	-2946	-3030	-231	
1734	2263	1183	263	-1326	-2932	-2426	-339	
1176	903	346	205	-644	-1444	-1550	-251	
75	-14	-83	-55	-55	-212	-191	40	
-112	-458	-712	-14	139	317	97	48	
51	-468	-844	-550	343	692	121	-23	
-67	-620	-653	-310	131	553	300	-40	
-174	-397	-318	-289	229	368	178	-27	
-244	-473	-242	-282	24	154	-41	-136	
-202	-323	-266	-220	-281	-65	-252	-129	
