-126	-409	-290	-124	40	671	126	-14	
-223	-841	-221	-200	40	916	339	56	
-418	-1032	-697	-90	278	1772	260	347	
-851	-1224	-1107	-152	286	1859	1180	573	
-851	-1106	-1649	-200	533	1562	275	428	
-940	-1518	-1224	-296	327	758	89	71	
-188	-395	-125	-62	0	-14	-68	-15	
450	423	596	263	-804	-1286	-831	-149	
1284	2442	1379	148	-1196	-2513	-2038	-332	
1752	2532	2143	811	-1645	-2816	-3059	-326	
1554	2585	1521	793	-1167	-2787	-2153	-238	
500	398	703	345	-586	-1488	-860	-75	
75	116	74	-138	-62	-348	-266	-7	
-119	-305	-477	-193	49	342	-7	-75	
-8	-423	-521	-49	360	348	324	-95	
-319	-856	-653	32	256	366	177	-231	
-279	-473	-463	-241	269	303	251	-53	
-362	-229	-184	-83	131	115	-21	-17	
-629	-423	-187	-128	-172	48	19	-17	
-866	-395	-325	-249	-135	5	-7	-34	
