8	-28	-7	-2	-79	-200	-368	-273	-218	-85	104	733	382	181	252	-93	-100	-146	-158	
252	8	-16	-49	-56	-172	-717	-260	-293	-258	128	1193	843	448	316	-80	-450	-386	-226	
311	108	-14	-70	-145	-193	-804	-549	-1148	-400	-21	1296	843	452	339	-179	-588	-459	-229	
139	100	-21	-70	-69	-62	-1239	-1358	-1076	-492	-102	1040	961	420	249	-93	-321	-329	-309	
70	-12	-188	-214	-152	98	-1573	-464	-415	-251	-61	938	368	198	100	-20	-271	-237	-247	
42	-28	-153	-444	-249	115	-247	448	-252	-156	-142	384	7	-74	-27	267	-64	-119	-161	
-126	-245	-320	-444	-159	353	253	1580	357	-75	-345	-357	-314	-392	-700	-136	-133	124	-191	
-239	-426	-718	-871	-207	422	1201	2523	1944	476	-426	-2118	-1864	-939	-1327	23	227	421	163	
-436	-534	-629	-1283	-408	1253	1675	3414	3212	463	-772	-3590	-3146	-2074	-1788	-133	798	708	365	
-302	-642	-895	-1327	-463	1041	2800	3833	3229	429	-324	-3746	-3244	-2215	-2513	141	1079	604	139	
-246	-273	-881	-1165	-932	298	2414	3082	2622	121	-297	-3265	-2949	-2088	-2011	86	454	491	133	
-183	-154	-969	-503	-580	156	1394	1108	1476	-244	-115	-1693	-1525	-813	-1146	78	310	293	15	
-148	50	-411	-378	-360	-227	262	260	219	-66	-162	-291	-469	-254	-140	157	203	115	-145	
0	268	-63	-236	-305	-434	-432	-103	-272	-75	-62	16	151	619	640	133	-146	109	-197	
67	167	166	-3	-187	-611	-1225	-491	-831	-283	-27	208	859	1456	1015	125	-111	-185	-250	
-8	167	308	248	-14	-553	-1747	-2008	-1794	-197	152	733	1385	1557	1149	-319	-238	-198	-295	
36	33	209	273	107	-344	-1486	-1675	-1550	-204	410	835	1418	1204	1266	-186	-229	-329	-361	
151	-112	225	281	181	-351	-760	-679	-1363	-197	217	852	826	833	569	141	-160	-341	-313	
159	22	50	144	41	-262	-673	-301	-1306	-129	64	536	462	341	355	149	-166	-356	-314	
55	-7	33	26	-21	-162	-494	-383	-645	-34	136	376	151	142	229	-7	-159	-281	-335	
