-43	-19	0	128	74	-133	-144	-348	-361	177	8	139	199	63	126	-100	-267	-237	-139	
-1	-28	80	215	132	-255	-309	-348	-472	-100	-59	167	326	111	197	-153	-219	-237	-158	
-15	64	133	161	82	-145	-93	-369	-989	-143	-34	264	304	254	237	-100	-218	-200	-171	
-36	26	100	215	0	-83	-252	-896	-788	-292	-81	699	374	373	747	-20	-126	-172	-309	
151	142	155	37	-131	-303	-1196	-1314	-846	-463	-21	784	588	436	405	-140	-318	-428	-320	
34	67	66	-76	-258	-179	-1065	-867	-533	-349	-156	348	487	301	280	141	-163	-362	-287	
-8	8	-70	-146	-159	246	-76	-21	-68	-339	16	280	-54	-147	276	101	-113	-112	-158	
-22	-175	-119	-471	-477	173	466	701	503	-17	-142	-417	-596	-490	-213	102	360	234	-79	
-8	-657	-570	-929	-477	457	1570	1981	1545	-89	-338	-1481	-1370	-1794	-797	-93	500	444	89	
-316	-726	-748	-1430	-1093	1589	2361	2558	2135	234	-338	-2458	-2596	-2537	-1495	-246	715	1036	451	
-358	-820	-659	-1857	-318	1377	2906	3379	3160	498	-318	-3123	-3681	-2523	-1871	118	1640	1167	551	
-344	-528	-585	-1651	-325	705	2695	3187	2622	567	-402	-3038	-3258	-2663	-1816	283	1392	647	287	
-309	-363	-614	-782	-304	246	1394	1667	1146	8	-203	-1877	-2145	-1626	-993	-20	470	312	149	
-232	-196	-487	-333	-228	-110	-110	440	73	32	-250	-518	-793	-207	-94	65	101	78	-24	
-29	150	33	-264	-325	-337	-760	122	-875	-189	40	16	231	174	395	275	-60	31	-164	
-29	385	375	323	-242	-392	-1021	-273	-1564	48	233	208	826	1271	814	94	-202	-349	-348	
25	230	125	295	-159	-611	-1848	-953	-1852	-346	281	648	1469	1810	932	-226	-727	-461	-348	
161	108	109	98	-152	-324	-1689	-1112	-2240	-271	158	495	1571	1406	413	-7	-320	-329	-239	
143	92	108	214	33	-289	-470	-301	-1104	-102	128	409	1046	850	513	0	-216	-244	-119	
-71	16	-49	147	33	-181	-322	-246	-946	-313	-149	472	478	333	227	62	-100	-310	-317	
-32	-29	-105	35	-49	-145	-288	-694	-716	-55	-135	120	287	293	0	-252	-133	-402	-335	
