24	-50	-175	-206	-207	-268	-259	-258	-303	-499	-331	-58	183	542	358	96	192	262	281	288	285	217	-141	-273	-177	
-42	-14	-176	-215	-254	-365	-160	-837	-554	-1046	-718	148	201	612	376	384	454	262	366	567	296	52	0	-273	-104	
-82	-158	-195	-222	-368	-742	-1093	-1652	-1461	-1894	-503	-264	-171	735	463	690	1432	1430	724	1303	148	122	-72	-163	-156	
-109	-196	-222	-443	-434	-853	-1801	-2798	-2106	-2277	-562	-530	-370	824	770	1879	1828	2825	1134	2433	107	322	6	-82	-185	
-117	-243	-222	-708	-528	-1648	-2356	-4055	-3000	-1716	-543	-452	148	1447	355	2351	1715	2995	2284	3601	1256	558	124	-74	-133	
-129	-270	-236	-1370	-813	-2513	-3397	-4773	-2876	-1566	-112	-393	131	1107	236	1275	1413	3843	2849	4694	2009	1305	8	139	-25	
-204	-307	-377	-1483	-2229	-3964	-4730	-4152	-2477	-1839	-558	-332	-193	881	105	428	236	2448	2830	5786	2988	2867	690	252	158	
-68	-374	-872	-1850	-3042	-5471	-5146	-3599	-1708	-1210	-148	-182	-304	297	24	-119	-134	865	2020	6408	4136	3450	1630	418	213	
-232	-388	-843	-2272	-3617	-5666	-4591	-2743	-911	-14	564	-141	-446	78	-185	-459	-367	297	1078	5146	4475	4579	3097	243	229	
-244	-715	-688	-2723	-4430	-6322	-4563	-2384	-303	54	313	157	-269	8	-415	-883	-745	-340	576	4355	4814	6367	3548	435	287	
-326	-388	-1282	-2779	-4696	-6740	-3758	-1735	70	265	86	-437	-792	218	-518	-773	-1533	-260	-111	3695	5529	6799	3680	1245	771	
-461	-857	-1226	-2991	-5005	-6517	-3606	-1610	46	192	203	-243	-808	-356	-911	-488	-950	-496	-45	3582	5303	7815	4470	1358	620	
-28	-914	-1948	-2991	-5103	-6252	-3300	-1624	31	160	248	70	-308	-391	-817	-521	-241	-292	-30	3658	5736	7646	4413	1151	522	
-328	-1185	-1566	-2864	-4696	-6154	-2690	-1721	-53	170	40	-156	-572	-82	-1053	-207	-273	-92	87	4129	5416	7157	3530	1414	243	
-14	-758	-1127	-2413	-4360	-5694	-3064	-1914	-185	-282	-100	-1176	-666	-82	-959	69	-153	113	135	4468	5736	6668	3360	1020	470	
-190	-459	-688	-2244	-2958	-5150	-3259	-3074	-760	-786	-543	-1191	-540	-8	-259	-121	109	733	1153	5014	5585	5087	2796	305	339	
-149	-331	-182	-1258	-2229	-4173	-3286	-3364	-1639	-923	-487	-311	-171	-151	-81	227	-23	2316	2058	4769	4927	2208	1122	26	154	
-194	-304	-322	-610	-1668	-3573	-2801	-3889	-2519	-1675	-170	-272	-119	-15	39	237	349	2995	2698	4260	3082	966	859	-52	38	
-190	-222	-189	-88	-813	-1913	-1912	-3475	-2670	-3001	-118	-485	-570	201	262	502	1300	3730	2830	3432	1218	313	69	-18	7	
-135	-203	-101	31	-196	-1090	-1385	-2936	-3096	-2796	-314	-250	-107	218	306	384	1168	3410	2585	2245	706	217	0	-3	0	
16	-189	-41	-87	-201	-360	-913	-2246	-1900	-1771	-500	-43	-27	312	525	615	583	1336	1002	506	540	-45	-13	8	52	
-1	-189	-142	-134	-27	-187	-441	-1334	-1378	-663	-530	-190	140	276	373	446	270	463	96	247	-15	-32	-15	-473	95	
-64	-75	-202	-67	127	71	-272	-291	-526	-1429	-229	-87	17	187	245	166	192	445	292	401	17	-52	-52	-190	78	
-74	-88	-276	-128	174	71	-126	-185	-463	-991	-288	57	101	210	262	51	-111	139	227	179	-8	-74	-103	-310	139	
