-294	-98	-100	-33	-247	-315	-192	-293	40	24	56	295	206	142	
-168	-63	-42	-102	-217	-325	-314	-127	-71	16	296	334	214	118	
-147	58	-7	-62	-193	-369	-722	-272	-210	160	665	494	198	31	
32	30	11	57	-351	-789	-997	-975	-454	144	1398	588	373	94	
11	24	72	28	-131	-659	-867	-645	-363	0	1381	927	615	268	
30	26	58	7	82	-688	-780	-429	-251	56	1279	487	309	213	
-14	-7	1	-138	115	-302	-260	-225	-183	40	320	-114	-81	-87	
-42	-112	-129	-16	378	204	595	454	-224	-431	-431	-990	-532	-616	
-301	-526	-208	-173	670	1869	2261	2066	56	-453	-1523	-2314	-953	-1592	
-510	-733	-554	-359	1094	2167	3571	2708	412	-658	-2783	-3146	-2215	-2067	
-492	-777	-598	-263	1023	2870	3624	3021	567	-317	-3251	-3244	-2397	-1941	
-440	-319	-797	-263	457	2519	2645	2153	394	-459	-2812	-3104	-2439	-1983	
-426	-84	-402	-373	148	1658	2191	972	204	24	-1410	-1582	-1261	-979	
-321	-84	-91	-272	164	294	724	-28	94	120	-546	-335	-408	-170	
159	33	-160	-304	-207	-343	-205	-1162	80	168	40	79	325	324	
276	58	348	-108	-358	-1050	-766	-1909	-102	410	416	724	1355	434	
160	141	180	-118	-468	-1486	-1531	-1722	-122	321	546	1757	1540	563	
45	111	117	-145	-447	-717	-1387	-1607	-163	530	580	1673	1086	714	
117	123	73	-69	-348	-543	-1026	-1104	-244	394	972	1181	817	592	
61	91	124	-111	-330	-347	-308	-903	-244	160	456	406	309	580	
