-28	75	31	36	-89	-274	-287	-368	8	69	384	295	95	70	-54	-120	-176	-241	
-33	33	132	41	-110	-289	-287	-368	-119	-61	259	135	142	-27	-67	-205	-244	-309	
-23	64	44	-111	-207	-485	-506	-716	-55	32	580	809	365	55	-292	-232	-406	-297	
27	50	91	-118	-234	-949	-1156	-1535	-190	-129	750	1080	365	442	-44	-298	-264	-196	
-28	183	101	16	-165	-760	-953	-1119	-122	104	1125	1232	444	321	-27	-246	-264	-199	
-84	83	116	-83	-97	-485	-355	-565	-156	56	648	436	309	234	102	-178	-208	-182	
-50	-21	-110	-194	-42	-240	114	-164	-244	64	168	-88	-114	205	86	-96	-123	-148	
-84	-63	-168	-40	361	229	1108	348	-244	-169	-364	-821	-490	-293	31	-67	-40	-138	
-342	-272	-298	-159	829	1798	2977	1441	339	-162	-1707	-2258	-1065	-1174	62	376	187	380	
-374	-481	-582	-373	1076	2396	3501	2517	308	-345	-2911	-3146	-1948	-2011	-160	682	491	388	
-398	-659	-1194	-419	793	2906	3152	2761	895	-359	-2897	-2977	-2355	-2234	-378	930	1249	178	
-342	-452	-885	-311	104	2361	2610	2309	360	-374	-2415	-2540	-2201	-1941	-94	454	1249	391	
-196	-216	-797	-187	90	1394	2243	1389	135	-149	-1721	-1244	-1415	-1244	-40	765	872	15	
83	-285	-291	-159	-90	212	916	154	72	-54	-178	-188	-388	-170	330	203	343	-86	
100	-56	-84	-125	-407	-281	-205	-558	56	265	344	255	230	411	338	-257	-158	-112	
251	108	215	-297	-480	-818	-1040	-1521	-7	96	495	724	850	1015	70	-588	-329	-258	
264	183	510	-152	-538	-1819	-1834	-1981	-265	289	870	978	1490	998	-107	-423	-303	-197	
212	41	238	-35	-440	-1631	-1791	-1880	-414	112	400	1198	1322	764	78	-416	-334	-237	
85	136	180	99	-363	-1355	-1199	-1176	-231	176	440	1029	508	260	-20	-160	-191	-212	
41	-21	248	-76	-406	-746	-405	-903	-82	-27	288	470	349	79	-42	-86	-162	-207	
36	-63	81	57	16	-398	-76	-530	-68	-68	272	358	317	47	-46	-106	-164	-239	
-7	-112	82	-118	8	-377	171	-170	-132	-132	224	318	7	-29	-80	-245	-177	-307	
