134	-209	-624	-378	-149	-42	130	24	16	
142	-341	-488	-639	-131	-103	586	209	8	
-56	-851	-841	-682	-262	163	1580	219	7	
201	-1280	-871	-642	-49	368	1615	642	196	
-133	-1043	-871	-1283	-35	393	1160	538	96	
-273	-718	-1238	-1005	-255	171	828	389	323	
-175	-126	-243	-318	-186	-7	179	137	121	
217	483	398	297	-131	-644	-852	-975	-387	
360	1608	2174	1450	246	-1384	-2455	-2297	-506	
259	1662	3176	1805	361	-2255	-2831	-3087	-306	
8	1284	3122	1663	246	-1457	-2080	-2728	-535	
-356	400	1601	1005	41	-717	-722	-1334	-271	
-384	-209	456	231	16	-107	-362	-327	-75	
-503	-140	-118	-366	-153	-14	293	-96	0	
-201	51	-416	-404	-248	515	386	259	65	
-133	-82	-473	-888	-447	186	358	198	16	
-62	-105	-341	-902	-413	196	213	162	-136	
33	-158	-252	-800	-152	-110	138	-75	-170	
-37	-306	-299	-373	-35	-38	57	56	-102	
83	-98	-264	-366	-7	-62	27	73	-123	
