-174	-499	-408	-311	-261	456	16	-14	
-348	-900	-346	-247	-261	223	48	8	
-526	-1386	-521	-69	114	652	330	226	
-733	-1165	-1488	-193	327	1090	694	177	
-1088	-988	-2015	-317	262	1160	1163	307	
-1324	-1135	-1254	-468	0	776	833	452	
-258	-174	-187	-372	-90	-185	-238	-21	
798	431	827	-289	-485	-1329	-1349	-414	
1698	2675	2392	-69	-1442	-2542	-2398	-949	
1770	3194	2570	123	-2168	-2571	-3001	-706	
1536	3158	1752	361	-1268	-2787	-2125	-359	
1104	438	756	304	-528	-838	-1392	-231	
275	132	90	222	-254	65	-340	-180	
-119	-347	-401	189	-35	456	-28	-34	
-133	-527	-624	-234	393	519	382	290	
-186	-753	-829	-172	384	846	421	185	
-348	-444	-682	-337	196	476	210	-48	
-307	-333	-404	-358	8	239	-7	-14	
-355	-366	-376	-324	73	165	178	9	
