-331	-196	-126	-279	-302	-265	-330	-357	-368	-320	-278	-216	-115	-61	2	71	275	94	366	192	147	61	125	-28	
-450	-253	-179	-267	-319	-207	-159	-441	-423	-472	-476	-304	-203	-121	-61	245	314	289	413	395	241	166	148	-52	
-350	-337	-224	-289	-319	-433	-742	-1152	-1286	-1033	-849	-658	-269	-235	420	697	772	376	921	217	387	214	72	0	
-213	-302	-263	-245	-694	-521	-1004	-1892	-2614	-2053	-1178	-1327	-182	-37	850	664	1387	1326	1742	889	642	339	160	38	
-120	-281	-280	-251	-797	-1708	-1631	-2966	-3336	-2355	-749	-957	8	115	833	530	2135	2152	2661	1753	711	341	236	61	
-199	-337	-440	-570	-1489	-3363	-3104	-3662	-2340	-2412	-606	-243	72	-342	306	331	1903	1805	2743	1656	2259	455	367	177	
-148	-148	-545	-1280	-2328	-3964	-3920	-3691	-1286	-1694	-109	-216	-152	-80	404	-27	1221	748	2513	1590	3425	701	183	280	
-183	-323	-820	-1709	-3961	-4916	-4431	-3154	-607	-1119	266	-48	-21	-229	144	-107	556	203	2070	1982	3927	1402	411	446	
-225	-442	-1147	-2788	-4962	-5765	-4226	-2429	-273	-449	468	-14	88	38	14	-490	188	-205	1233	1297	4915	2820	1334	1277	
-255	-547	-1474	-2995	-5713	-6513	-3425	-1979	65	-164	500	-41	-2	61	-105	-714	-160	-644	343	349	4948	4200	2015	1844	
-190	-1227	-1593	-3469	-6773	-7142	-2769	-1747	277	-62	517	-176	-82	-155	-281	-1021	-285	-823	-20	124	4429	4786	2997	2392	
-417	-988	-1935	-3483	-5845	-7333	-1981	-1138	-106	170	638	-243	8	-295	158	-1230	-259	-671	-264	341	4041	4899	2771	1882	
-458	-1048	-1786	-4149	-6670	-6981	-2244	-644	268	340	352	9	192	-342	-114	-1509	-219	-865	-320	69	3700	4540	2827	2921	
-225	-913	-1489	-3853	-6037	-6849	-2360	-992	-43	146	163	-264	-130	-328	-368	-1397	3	-782	-237	-289	4284	4351	3224	1655	
-225	-928	-1237	-3616	-4948	-6293	-3323	-1341	407	-89	-43	-70	136	-469	-281	-1467	-27	-671	-132	108	4122	3538	2638	1221	
-287	-540	-1207	-2433	-4241	-5839	-3716	-2197	-212	-524	-203	-108	-163	-652	-207	-714	251	-199	93	612	3700	3028	1410	503	
-261	-267	-761	-1650	-3122	-4359	-4095	-2762	-592	-1162	-508	-210	-350	-694	-34	-120	283	62	397	1639	3263	1685	1126	843	
-233	-197	-217	-866	-1974	-2777	-3672	-3575	-1545	-1895	-454	-715	-330	-228	166	-80	362	996	1463	1753	3798	1439	1410	253	
-247	-190	-169	-141	-1430	-2015	-2958	-3894	-2152	-2699	-764	-971	-471	-41	317	110	582	1475	1889	1541	3263	771	297	148	
-88	-51	-126	-265	-606	-1371	-1879	-2806	-2729	-2714	-649	-1156	-404	-41	460	474	1105	2235	2316	1688	1676	385	227	227	
-52	201	-28	-265	-723	-932	-1136	-1863	-2282	-2398	-792	-1469	-316	-141	329	355	1587	2185	1824	1444	557	140	166	27	
-134	40	-182	-209	-388	-339	-786	-1123	-1127	-1952	-806	-1114	-525	39	262	252	1288	946	1397	170	410	139	89	-156	
-46	-22	-224	-163	-271	-331	-407	-804	-665	-1794	-907	-900	-478	-128	177	276	656	540	872	388	394	207	46	-60	
-120	-42	-98	-146	-201	-345	-383	-343	-567	-1033	-563	-277	-330	-114	301	134	440	313	358	116	-72	87	-52	-108	
