-156	-229	-15	115	26	-52	-164	-162	-208	-243	-235	-171	-262	-64	109	125	102	82	454	49	67	179	-164	-50	-38	16	71	130	
-378	-123	53	38	48	26	-138	-87	-323	-357	-912	-319	-342	-134	8	164	225	340	520	248	98	134	-130	-48	-142	-66	-94	-10	
-143	62	115	117	105	-240	-158	-417	-1089	-529	-1125	-312	-643	-275	8	301	241	431	482	328	463	391	-14	-34	-31	-41	-161	-50	
-134	-30	160	212	123	-117	-253	-332	-2026	-1940	-1125	-943	-598	-310	8	273	316	617	649	599	814	65	48	-82	-73	-142	-222	47	
-222	-99	-8	425	17	-131	-563	-1029	-2716	-2383	-1734	-913	-1200	-436	-162	469	450	742	880	1554	1394	636	267	55	-34	-172	-289	-48	
-487	-133	249	152	-277	-523	-1090	-1707	-2716	-1925	-1582	-958	-869	-450	-309	190	441	850	1041	2473	2466	1632	642	72	-129	-222	-314	-118	
-237	-170	139	8	-241	-1009	-2220	-2293	-2808	-1436	-1414	-913	-748	-183	-211	159	275	846	578	1960	2326	1807	1128	492	-95	-269	-185	-61	
-181	-74	-25	-15	-365	-1833	-2282	-1876	-737	-322	-399	-397	-854	-64	-155	92	-112	459	198	952	1289	1405	1632	1067	241	-229	-94	-133	
-199	-347	-147	-271	-1161	-1615	-2298	-1337	-87	146	-221	-156	-273	169	0	-84	-272	150	-201	312	335	828	1493	1481	618	8	-7	-261	
-252	-340	-360	-373	-1521	-2595	-1771	-216	302	447	239	76	-251	253	-246	-363	-319	-79	-477	-289	-268	584	1128	2413	773	488	382	25	
-400	-398	-1392	-1113	-2099	-1942	-981	86	501	688	377	383	153	473	-274	-503	-600	331	-946	-269	-1181	97	503	1930	1785	1262	284	197	
-430	-700	-1928	-1867	-2693	-900	-289	500	527	1708	749	925	8	617	-197	-482	-984	-416	-1591	-200	-1442	-376	-164	1568	2608	1466	758	198	
-408	-622	-2212	-2620	-2849	-457	-8	1637	1149	2232	712	2185	246	855	-190	-835	-1369	-900	-1649	-379	-1761	-896	-889	1827	3037	2796	1520	444	
-805	-559	-2448	-2871	-2708	-399	270	3020	753	1839	1346	2315	554	860	-288	-1667	-1783	-1327	-1532	-421	-1326	-321	-846	1671	3688	3256	1351	817	
-757	-448	-2606	-2887	-3161	-225	200	3324	301	1951	1327	1944	830	2320	-78	-1638	-2226	-2180	-1591	-567	-1587	-448	-147	1568	3706	3478	1452	497	
-471	-670	-2275	-3939	-3302	272	262	2983	376	1895	1048	1889	627	1899	-330	-1757	-1842	-1842	-1444	-830	-1602	-881	-860	1326	3311	3784	1571	420	
-282	-543	-2164	-3405	-2943	298	174	2566	376	2026	394	1259	259	1312	-386	-1177	-2019	-1503	-1298	-1617	-1602	-362	-408	1119	3345	3733	1300	985	
-415	-251	-1471	-2557	-2568	-312	-58	2092	276	958	471	684	296	159	-227	-91	-1339	-1297	-932	-1165	-775	-48	-313	1257	2917	3478	1012	615	
-503	-502	-635	-2683	-2630	-530	-318	1561	147	583	248	536	212	32	-386	-432	-1132	-547	-1166	-684	-136	16	121	1878	2711	2881	1012	581	
38	-406	-462	-1600	-2490	-1335	-795	243	-22	465	34	375	144	143	-203	-119	-600	-167	-858	-392	-247	-21	764	2448	2162	1568	430	190	
-171	-347	-338	-705	-1802	-1989	-1632	-245	-491	198	-50	290	-43	-22	-107	142	-348	-194	-352	-392	-179	317	1667	3207	1390	733	271	150	
-215	-96	-15	-264	-943	-1304	-2096	-905	-1243	-343	-449	204	-248	-64	-344	443	-91	157	-104	304	902	1370	2083	1620	273	24	95	15	
-89	17	19	-110	-219	-822	-2236	-1830	-1734	-1359	-1004	-312	-583	-120	-10	519	83	398	363	1483	2080	1737	1875	705	-277	-155	-201	-154	
-30	39	187	248	52	-153	-1725	-2709	-2471	-1802	-1414	-1473	-809	-303	-92	340	433	1261	1041	2756	1763	1964	1632	468	-324	-744	-295	-81	
8	-15	-52	327	220	-182	-1012	-2231	-2179	-1940	-1414	-1533	-1140	-422	227	315	283	1029	1485	3357	1201	1911	642	307	-544	-455	-134	-128	
-15	-37	132	296	79	-37	-455	-1599	-1765	-1909	-1536	-1594	-1035	-394	176	260	300	993	1147	3127	1148	2104	486	169	-587	-397	-180	-147	
-49	-44	-37	186	79	-62	-217	-813	-1197	-1695	-1353	-1034	-1095	-417	227	251	316	431	596	2119	483	1580	267	129	-311	-397	-41	-81	
-59	-52	-213	13	35	-73	-123	-324	-180	-457	-1262	-518	-327	-239	100	0	8	373	256	1165	294	252	73	-41	-216	-54	-27	-41	
-126	-181	-156	44	70	78	131	-87	-201	0	-1034	-213	-163	-310	-190	-67	50	190	-111	846	40	130	-102	-136	-210	80	-26	-42	
