-120	-28	-57	-63	-209	-812	-180	-303	-165	24	-21	-28	
-120	-46	8	33	-306	-1106	-448	-502	-144	293	89	8	
8	-43	58	-174	-644	-974	-785	-530	294	1178	798	80	
25	83	319	-140	-836	-1386	-1166	-421	327	1248	1267	250	
32	33	79	-126	-718	-1400	-1576	-385	352	863	989	403	
50	15	92	-189	-570	-1077	-756	-351	376	627	1215	622	
-101	-113	-25	-77	0	-243	-180	-214	-7	179	194	266	
-269	-619	0	75	300	581	190	-42	-514	-795	-1320	-75	
-417	-633	-260	58	1446	2800	1894	-49	-1703	-2340	-2398	-592	
-628	-511	-331	326	1446	3086	2161	115	-2211	-2816	-3418	-692	
-311	-450	-232	117	1266	2818	1414	287	-992	-1719	-2326	-380	
-78	-373	-134	-91	491	1208	880	49	-122	-520	-903	-319	
161	-254	-155	-154	-56	492	-21	20	-28	-362	-204	-238	
45	-162	-78	-217	-188	-35	-91	-44	-14	570	-7	-170	
169	-78	-8	-135	-97	-548	-390	-90	466	675	382	32	
169	9	-58	-217	-230	-620	-375	-117	311	496	304	72	
-113	-32	-15	-356	-422	-679	-373	-303	24	496	267	24	
-92	-8	-101	-349	-404	-664	-580	-207	-185	456	251	16	
-43	-22	-29	-154	-251	-610	-431	-42	-28	391	73	282	
