-63	-207	-339	-269	163	259	-28	105	
-146	-374	-357	-282	-137	309	-28	113	
-272	-430	-433	-296	-137	505	154	185	
-526	-856	-653	-90	-21	506	225	379	
-378	-1003	-621	-21	163	568	446	247	
-378	-1297	-712	-330	188	458	451	395	
-511	-1180	-741	-262	16	240	194	113	
33	-208	-173	-62	-48	-165	-130	8	
508	514	756	-76	-615	-722	-1133	-224	
2094	2693	1379	-42	-1703	-2729	-2311	-563	
2328	2961	1894	-21	-2197	-2571	-2929	-1021	
1608	2317	1734	32	-1442	-2008	-2268	-935	
525	1673	969	304	-630	-650	-1104	-298	
