-2	49	136	75	-67	-244	-356	-292	-218	-199	-28	-116	-190	
34	25	160	9	-35	-186	-344	-394	-207	-172	138	-177	-190	
119	46	160	123	234	-437	-437	-419	-124	-42	383	73	40	
17	-120	42	92	-26	-511	-753	-408	-207	139	578	191	242	
51	-5	59	92	83	-1029	-812	-1283	-262	245	916	503	307	
-29	-8	92	25	-91	-955	-694	-1430	-434	384	1213	1180	250	
8	16	-42	-29	-321	-718	-841	-1224	-372	8	326	389	153	
-98	-99	-247	-246	159	-393	-305	-304	-204	-78	-328	-102	88	
-185	-156	-324	-128	103	166	903	355	-62	-1181	-1141	-1277	-143	
-419	-367	-389	-232	217	1536	2442	1752	-62	-1660	-2267	-1780	-312	
-433	-367	-370	-271	142	1734	2764	1877	254	-1950	-2542	-2742	-339	
-265	-128	-289	-241	-56	1752	2657	1663	370	-1732	-2498	-2168	-407	
-131	-43	-203	-182	-7	1158	1100	1254	411	-934	-1329	-989	-393	
