-718	-575	-297	-221	-220	179	49	-14	
-895	-464	-287	-262	22	342	64	8	
-777	-250	-408	-275	229	635	113	-136	
-1295	-503	-621	-152	384	547	430	137	
-1073	-856	-1224	-296	401	550	625	436	
-1383	-1430	-521	-440	212	409	434	271	
-133	-201	-56	-248	-151	-174	-102	250	
525	546	543	-7	-485	-852	-1119	-339	
1554	2210	2037	49	-1660	-2628	-2254	-892	
1788	2729	2446	320	-2168	-3322	-2455	-406	
1716	2800	1414	468	-1094	-2426	-2110	-380	
566	1673	495	263	-920	-910	-1349	-515	
250	190	-49	131	-274	-389	-143	-7	
