-133	-312	-304	65	-90	-105	-68	0	
-304	-492	-339	131	-240	-69	-68	16	
-511	-694	-507	-172	-109	-55	73	80	
-807	-988	-639	-42	32	464	316	218	
-1339	-1356	-1166	-152	401	458	421	395	
-1206	-1445	-1561	-138	204	546	278	363	
-1102	-1312	-1019	-406	253	307	194	242	
-63	-215	-125	-186	-76	105	-48	113	
870	439	330	-21	-601	-881	-1076	-251	
1788	2102	2001	296	-1718	-2744	-2355	-326	
1896	2603	2126	411	-2516	-3206	-2570	-271	
1788	2496	1343	394	-1500	-2080	-2182	-434	
583	439	495	131	-963	-1069	-1133	-420	
-42	-14	-7	-68	-427	-694	-136	88	
