-146	-416	-387	-136	-17	-29	-164	-102	
-181	-513	-521	-232	-124	81	-40	-119	
-481	-723	-595	-145	-124	326	-62	-75	
-733	-723	-712	-55	335	782	235	16	
-984	-841	-642	-269	450	1370	430	218	
-836	-1562	-1312	-248	302	724	225	379	
-969	-1342	-873	-351	-69	489	324	171	
-327	-63	123	-255	-69	277	154	105	
216	581	489	-220	-731	-314	-456	-319	
1410	2299	1681	-117	-1761	-2109	-1866	-346	
1986	3194	2054	-69	-2284	-2181	-2426	-292	
1842	2621	1218	49	-1442	-1574	-2211	-393	
1122	1440	495	-49	-644	-838	-1248	-346	
300	141	57	-35	-281	-144	-327	-149	
