-66	-327	-485	-180	-296	147	619	227	36	
-35	-467	-473	-332	-310	114	668	660	238	
-144	-496	-606	-373	-330	171	1859	1059	266	
-126	-600	-1062	-844	-303	352	1911	920	557	
-308	-688	-1150	-565	-399	155	1457	816	775	
-144	-202	-243	-152	-238	-151	-130	219	266	
-49	116	581	543	-248	-1181	-1560	-415	-34	
159	1158	2263	1965	115	-1529	-2123	-2240	-190	
242	1554	2711	2410	287	-2052	-2441	-2714	-406	
343	1302	2496	1556	452	-1138	-2369	-2139	-1050	
50	1050	1261	809	452	-630	-1156	-1421	-964	
-35	266	307	24	386	-151	-62	-395	-170	
-301	100	-201	-408	386	24	513	-143	-121	
-188	81	-753	-492	-434	278	321	16	-129	
-194	-230	-1209	-668	-489	106	480	235	31	
-301	-348	-679	-448	-330	114	368	348	161	
-224	-299	-370	-180	-207	-35	243	300	177	
