-123	96	-52	-245	-304	-156	-422	-303	-333	-263	-229	287	43	409	182	234	-37	-52	-104	-87	
-36	157	-67	-245	-706	-852	-966	-1126	-984	-540	-170	435	312	493	545	1068	408	185	-15	112	
-33	15	-126	-563	-1037	-2254	-2399	-2527	-1755	-641	122	549	278	2053	1861	1913	478	399	-8	199	
-5	-104	-304	-1493	-1857	-3136	-3690	-3818	-2526	-370	43	440	636	2843	3815	2871	1298	1545	286	161	
-114	-120	-430	-1903	-3243	-4538	-5155	-4779	-2542	-532	113	533	1160	3896	5036	4430	3100	2014	434	295	
-178	-171	-509	-2076	-4425	-6224	-6084	-4070	-2196	96	81	-23	557	3971	6445	6326	4282	2689	443	271	
-275	-171	-887	-1840	-5764	-6854	-6809	-2826	-1283	427	139	-989	-296	3651	6821	8092	4676	3008	495	399	
-318	-453	-934	-1635	-6647	-8382	-6793	-2511	34	1473	-82	-1100	-1291	3031	6952	8298	6065	3271	217	672	
-326	-516	-824	-2108	-6631	-9201	-6620	-1944	331	3262	-333	-2028	-1794	2373	6783	8561	5878	2914	530	1197	
-356	-459	-459	-2360	-6001	-8303	-5880	-2118	392	2716	-421	-2248	-1747	2298	6370	7416	5202	2333	995	1403	
-242	-119	-651	-2344	-4850	-7058	-5565	-2606	0	2396	-407	-895	-521	2974	6107	6702	4507	2577	712	672	
-201	-218	-430	-2045	-3133	-6050	-4588	-3047	-1503	1699	-421	-178	34	3557	5036	5951	3156	2877	286	373	
-156	-120	-200	-1225	-2235	-4223	-4383	-3314	-1834	549	-17	122	348	3595	4021	4354	1767	1207	-214	156	
-154	-104	-196	-503	-974	-2317	-3470	-2747	-2322	-60	-318	1004	1310	3914	3157	2120	1129	347	-163	26	
-139	-92	-100	-97	-304	-1781	-2273	-2212	-2196	-193	-77	523	1197	2862	1203	918	340	0	-303	-59	
-102	-45	-15	332	-185	-789	-777	-827	-1141	-244	-318	374	821	1941	391	626	-111	-141	-215	-74	
-71	184	201	176	-89	-615	-215	-338	-889	-465	-333	191	505	644	113	191	-14	-82	-104	-45	
-138	271	446	262	-178	-104	-60	-185	-229	-392	-111	-96	209	-45	-45	-74	-52	-67	-51	-30	
