-154	8	88	-69	-69	-543	-450	-616	323	66	200	446	7	60	-40	-144	-191	-256	
-70	58	224	0	-220	-688	-390	-889	-251	-142	472	528	269	79	55	-205	-292	-285	
-12	50	257	165	-179	-920	-823	-1464	-298	-14	852	927	567	426	118	-357	-339	-245	
67	283	207	24	-207	-1152	-464	-1320	-363	193	1330	1114	648	474	110	-224	-329	-276	
16	58	60	-97	-159	-862	-239	-1033	-520	152	921	521	373	330	173	-317	-114	-201	
80	37	-75	-97	156	-329	81	-28	-407	136	-21	-81	7	300	149	-87	-66	-105	
-42	-63	-298	-173	485	442	701	519	-326	-270	-588	-751	-280	-326	-67	84	241	97	
-210	-304	-576	-173	1271	2378	2331	2083	185	-829	-1424	-2061	-869	-1118	-285	250	380	170	
-475	-718	-1121	-242	1571	2765	3624	2934	429	-559	-2274	-3033	-1990	-1788	-232	798	921	69	
-426	-762	-1283	-132	1200	2941	3641	3056	636	-630	-2727	-3723	-2004	-2178	-87	1029	1282	371	
-321	-437	-1032	-159	298	2449	2540	2170	-3	-345	-2104	-3132	-2159	-1816	141	781	1102	228	
-210	-174	-988	-283	139	1271	2034	903	153	-61	-1594	-1892	-1233	-965	377	699	569	-105	
125	-265	-374	-239	-62	114	529	73	50	64	-518	-765	-214	-114	142	188	390	-282	
410	25	-236	-235	-117	-370	-520	-530	-89	201	16	-34	460	363	118	61	15	-300	
304	109	74	-207	-303	-1268	-1257	-1435	-278	305	376	555	1406	442	-60	-77	-382	-456	
175	33	323	-221	-494	-1529	-1358	-1780	-231	345	477	1757	1709	513	-259	-298	-501	-485	
66	169	438	-76	-399	-1457	-1098	-1780	-298	345	784	1842	1490	396	-113	-370	-581	-613	
8	141	262	99	-269	-1167	-444	-1277	-326	176	972	1757	1338	347	-20	-174	-554	-704	
0	-21	130	16	-248	-804	-308	-932	-204	-75	818	859	665	205	-107	-225	-677	-525	
-119	-146	51	33	-214	-295	-171	-242	-224	-34	528	135	325	189	86	-271	-389	-363	
