-57	-8	-169	-120	-133	-437	-318	-399	-131	195	52	-14	
-57	-55	-100	-133	-292	-444	-242	-399	-90	595	32	-109	
7	84	-43	-145	-320	-812	-770	-337	368	750	178	16	
0	28	50	-84	-718	-959	-1254	-337	1043	1859	555	96	
-15	83	-39	-370	-748	-709	-1224	-516	867	1789	764	105	
-170	-59	-52	-168	-910	-1003	-1005	-440	106	1090	746	460	
-233	-233	-92	16	-216	-333	-159	-262	90	154	-75	-55	
-628	-211	-99	192	450	497	756	-69	-441	-881	-1104	-258	
-688	-626	-204	234	1320	2371	1574	-7	-1674	-2672	-2254	-463	
-403	-516	-256	452	1788	2764	1752	41	-1979	-2831	-2972	-277	
-219	-777	-779	0	1968	2335	1450	345	-1254	-1892	-2268	-373	
-142	-402	-361	-154	1410	1261	792	370	-267	-997	-1349	-190	
16	-183	-325	-426	510	24	-42	82	-135	-355	-381	16	
33	-155	-330	-205	-7	-464	-595	74	0	334	-68	-14	
-26	-97	-36	-56	8	-488	-595	189	384	692	416	234	
101	-1	-16	-97	-119	-900	-814	-14	352	569	527	177	
-30	-50	-50	-196	-511	-591	-932	-234	-28	324	275	115	
-78	4	-134	-217	-438	-355	-712	-55	-42	480	89	-14	
-43	278	-71	-14	-167	-319	-352	-214	32	258	48	-95	
25	120	43	4	-21	-402	-276	49	147	65	-184	-153	
