-245	-423	-228	-157	-96	350	66	-14	
-511	-797	-302	-117	-69	537	48	8	
-348	-974	-712	-90	368	758	137	218	
-925	-1297	-1107	-275	229	535	397	371	
-629	-1548	-1517	-138	212	462	555	492	
-821	-944	-756	-317	163	277	364	151	
-35	165	-132	-76	-179	122	-89	-14	
798	886	346	74	-963	-1040	-1061	-34	
1734	2854	1574	263	-1689	-2903	-2469	-392	
1950	2890	2268	361	-2472	-3177	-2987	-778	
1338	2603	1788	123	-1399	-2080	-2096	-978	
450	1047	774	-124	-644	-1083	-1061	-821	
-133	141	123	-62	-369	-355	-62	-183	
-153	-451	-366	-104	-179	415	295	-149	
-38	-679	-741	-193	343	968	295	-197	
-230	-488	-1151	-207	797	1248	357	-75	
-272	-326	-1005	-179	480	706	243	-170	
-217	-223	-477	-152	188	293	-21	32	
-445	-548	-426	-159	57	104	-3	56	
-223	-374	-316	-83	-69	-62	20	25	
