-174	-527	-194	-152	-14	0	-155	-78	
-244	-589	-359	-240	-124	-50	-57	-42	
-327	-1062	-228	-174	-28	97	22	8	
-570	-1165	-639	-200	262	692	40	72	
-674	-944	-1312	-296	433	968	590	387	
-703	-1415	-1708	-337	568	1160	694	365	
-718	-1121	-1298	-372	188	846	1215	638	
-49	-222	-419	-406	98	440	227	193	
708	448	289	-303	-615	-355	-1119	-339	
1662	2478	1734	-90	-2052	-2369	-2541	-377	
1824	2729	2179	197	-2574	-2744	-2929	-306	
1104	2299	1877	156	-1703	-1733	-2412	-353	
525	1333	809	148	-543	-607	-1162	-190	
