-58	-238	-90	-75	-95	-51	-45	-60	-80	-331	-283	-258	-170	-106	-89	-126	-52	163	314	323	137	55	1	-15	78	16	130	-23	86	
8	-34	113	-75	-92	-54	-79	-80	-266	-464	-356	-345	-235	-82	-59	-97	8	69	367	428	26	52	26	87	52	59	-1	-236	156	
40	136	274	8	-72	-121	-134	-253	-246	-809	-329	-302	-340	8	35	78	89	279	373	550	-15	776	95	287	26	40	-74	-50	-3	
163	267	139	-81	-81	87	-234	-839	-292	-906	-719	-964	-510	-452	17	26	340	1011	297	1713	305	983	174	722	226	34	-30	-55	52	
109	219	96	-75	-34	-53	-421	-895	-385	-1431	-911	-1976	-562	-504	-148	46	236	1577	772	2316	852	870	436	740	514	156	-35	101	95	
48	15	21	-41	152	-128	-448	-1453	-1204	-1887	-2038	-1634	-1439	-851	-887	-238	8	992	753	2486	1341	1454	1557	1042	972	26	128	97	-126	
-14	-109	16	32	-59	-161	-681	-2039	-1857	-3019	-2560	-1620	-1643	-1664	-603	-119	-67	671	349	2052	2076	2791	2122	2359	990	348	277	287	-266	
-141	-368	-170	-14	-256	-596	-1009	-2806	-2634	-3447	-2354	-1894	-281	-1444	-67	-91	8	351	-244	1656	1040	2980	3082	3469	2025	662	348	409	-70	
-96	-274	-305	-189	-370	-1455	-1682	-3741	-3037	-3406	-2051	-1265	-14	-600	-393	-185	-215	271	-400	997	471	2584	3025	4692	3191	1771	771	496	104	
-144	-327	-434	-473	-1226	-2244	-2481	-4020	-2981	-2011	-1186	-184	177	-444	-230	105	-502	-134	-966	-111	-67	1699	1387	4654	4602	3501	2142	652	60	
-82	-239	-234	-1057	-2118	-3611	-3056	-4578	-2245	-1569	-395	318	858	101	-200	-396	-1794	-615	-1738	-237	-1031	814	505	4203	4959	4629	3007	1293	365	
-87	-313	-463	-1953	-2358	-4808	-3491	-4104	-1329	-464	-185	295	2097	192	-185	306	-2613	-1403	-2462	-276	-1928	532	-52	3582	5467	6057	3683	1857	513	
32	-422	-366	-2565	-3477	-5907	-3953	-3587	-239	-60	-79	372	2793	721	201	157	-3259	-3498	-3360	-1409	-1960	392	-323	2886	5072	7279	4942	2721	408	
-263	-831	-663	-2636	-4242	-6612	-4556	-3518	-199	39	226	1199	2793	2706	464	-516	-3621	-4948	-4084	-2496	-2400	-37	-355	891	3830	7636	5806	2871	1185	
-404	-975	-921	-3077	-4242	-7288	-5103	-3322	-226	352	273	2112	3652	3009	350	-370	-3621	-6476	-5344	-2653	-2290	-97	-202	646	2909	8163	5374	3753	922	
-185	-402	-1264	-2921	-4270	-7838	-4808	-2932	0	407	437	1541	4721	3708	559	-60	-4141	-6869	-6636	-3031	-2369	61	-1000	1004	3247	8482	5919	3735	791	
-277	-340	-878	-2978	-4978	-7570	-4921	-3057	-47	344	314	1003	4850	3198	389	-355	-3858	-6365	-5943	-3125	-1865	288	-159	1060	3586	8802	5806	3566	453	
-253	-313	-363	-2793	-4709	-6837	-5720	-2904	-93	-86	179	1509	2939	1969	352	-259	-3291	-4948	-4320	-1551	-999	314	262	1192	3906	8557	4998	2364	228	
-232	-313	-312	-2394	-3902	-6485	-5622	-3197	-405	-324	132	1330	2550	1118	131	-134	-2944	-2726	-3234	-274	-669	610	-296	2283	3906	7843	4115	1368	313	
-226	-272	-346	-1868	-3052	-5428	-5313	-4215	-885	-809	-47	147	1611	306	61	-156	-1148	-348	-1501	69	-590	226	17	3563	4056	6264	3251	955	191	
-14	-208	-231	-1398	-1962	-4358	-4598	-4731	-1704	-1348	-106	-217	735	284	183	253	-326	-185	-509	218	-289	870	1030	4466	4056	5155	1936	556	403	
203	-313	-349	-601	-404	-3075	-3813	-4815	-2884	-2867	-348	-296	7	-86	-126	297	106	558	96	733	130	1831	2084	4504	3981	2843	902	373	304	
268	-132	-251	-270	-357	-2089	-2902	-4285	-3203	-3378	-1021	-1046	-190	-88	8	455	-104	1653	262	1826	296	3582	3157	3883	2834	1113	156	275	168	
489	65	-136	-41	-115	-1300	-1710	-3811	-3606	-3917	-1722	-2728	-588	-389	-208	1013	-89	2200	1092	2278	1718	4694	3778	3394	1611	456	182	165	-37	
190	40	-47	24	-117	-370	-1093	-2695	-2828	-3903	-2148	-3275	-621	-669	-245	417	96	2200	1734	2995	1492	4976	3628	2829	915	217	51	-126	-126	
37	-96	-116	-39	-95	-114	-434	-1620	-1968	-3558	-2532	-2304	-1507	-792	-267	319	472	1672	1809	1939	1266	3601	2837	1794	400	-96	-67	-37	-60	
-58	-123	-94	-54	-108	-61	-201	-1230	-1482	-2674	-1859	-2181	-1697	-489	-230	89	192	2049	790	1769	1002	2000	1990	1117	26	-155	-148	0	-67	
-170	-149	-82	-68	-222	-147	-341	-253	-802	-1362	-1378	-1921	-869	-496	-363	78	0	1483	472	1694	475	1398	305	722	-119	-96	6	191	-37	
-164	-109	-21	-21	-249	-212	-227	-160	-705	-699	-952	-1784	-405	-23	-163	-37	-52	717	262	1506	314	724	-52	453	77	78	78	191	60	
