-14	-160	-277	-242	-207	-325	-362	-252	-28	105	344	229	189	142	-279	
-7	-223	-158	-104	-255	-329	-296	-300	-107	24	200	326	287	151	-107	
25	0	-28	-104	-241	-325	-331	-347	-122	48	456	326	325	284	79	
150	158	-28	-157	-358	-630	-355	-716	-265	120	600	470	414	426	291	
0	64	-9	-138	-596	-1167	-766	-803	-292	64	904	673	436	322	39	
-74	-133	-131	-187	-365	-1602	-499	-531	-251	16	801	295	142	133	4	
-112	-154	-194	-207	65	-213	40	-177	-136	-32	56	-128	-27	-94	-35	
-182	-174	-402	-263	337	532	733	495	129	-61	-384	-835	-368	-839	-20	
-494	-289	-591	-256	917	1482	1877	1337	266	-432	-2033	-1793	-1275	-1076	-352	
-407	-600	-1180	-345	1571	2009	2785	2083	481	-559	-3109	-2568	-2187	-1606	-365	
-301	-718	-1386	-207	1253	2853	3868	3090	1205	-772	-3350	-3442	-2201	-1802	-113	
-308	-748	-959	-180	652	2220	3187	2257	808	-729	-2684	-2751	-2046	-1760	283	
-390	-555	-635	-221	-124	1359	1265	677	273	-176	-1495	-1469	-1121	-574	78	
-215	-306	-319	-248	-248	-35	366	-75	69	-162	-330	-567	-501	31	90	
-28	41	-102	-201	-306	-485	48	-932	-180	-34	64	287	71	324	195	
393	218	74	16	-289	-1021	-766	-1535	177	80	424	538	867	747	362	
226	223	122	-7	-420	-1558	-1979	-1866	-542	176	597	1486	1204	798	-140	
116	150	199	16	-436	-1442	-1921	-1478	-332	120	392	1351	1254	714	39	
61	133	167	24	-110	-572	-766	-1133	-224	-54	443	843	1170	324	111	
150	41	124	24	-269	-288	-287	-558	-217	-88	234	462	365	264	196	
