-70	-402	-352	-186	-14	546	142	-14	
-84	-871	-249	-234	-96	245	-7	17	
-306	-1224	-366	24	204	537	332	218	
-748	-1474	-1137	-296	491	689	729	705	
-940	-1371	-1122	-611	327	489	486	460	
-969	-900	-902	-669	90	456	370	452	
-216	-63	-118	-317	-83	-144	89	72	
425	886	525	-227	-688	-1098	-1004	-265	
1626	2102	1254	-131	-1645	-1878	-2010	-435	
2040	2263	1752	180	-2255	-2253	-2699	-349	
1644	2406	1752	542	-1210	-2441	-1478	-258	
541	1118	371	337	-296	-925	-306	-177	
58	398	0	148	-209	-103	-238	-128	
-258	-194	-521	148	0	448	-21	-21	
-38	-485	-580	-104	360	413	292	-55	
-378	-458	-726	-193	237	333	292	-170	
-467	-532	-668	-550	-14	150	81	-75	
-362	-179	-521	-317	-76	-4	-136	-111	
-313	-309	-332	106	-48	-37	-76	-89	
-140	-220	-311	-81	-124	-89	-95	-89	
