-120	-113	-92	-84	0	-395	-235	-399	-76	358	-68	-107	
-142	-108	-71	-46	-35	-444	-270	-296	-240	676	16	-183	
-135	-106	1	-127	-265	-871	-653	-275	106	519	434	218	
-99	177	176	-196	-319	-1209	-1166	-289	384	863	816	282	
25	124	58	-246	-481	-1371	-1488	-351	761	1160	555	266	
50	58	-54	-363	-629	-1445	-1386	-372	515	933	399	139	
-29	-92	33	-98	-49	-139	-276	-49	-90	-21	-75	88	
-255	-359	-124	8	450	1387	388	-49	-746	-968	-860	-170	
-1080	-549	-176	33	1446	2406	1681	-179	-1660	-1776	-2053	-363	
-794	-619	-361	0	1176	2621	1948	90	-2023	-2094	-2541	-292	
-149	-402	-361	159	996	2281	1503	468	-1805	-1935	-1909	-387	
-113	-214	-155	150	250	1100	363	279	-1341	-795	-1018	-441	
76	-183	-134	-189	0	199	-90	156	-199	-14	-327	-217	
