50	-47	-63	-67	-56	-83	-199	-273	-211	25	-41	88	170	142	221	-332	-251	-244	-198	
-36	-21	-42	22	-26	-83	-369	-342	-266	-231	-61	296	223	217	221	-358	-381	-270	-164	
-24	41	225	74	16	-124	-572	-722	-616	-621	225	432	526	285	158	-385	-713	-158	-92	
-32	117	139	99	-20	-83	-978	-1083	-860	-935	-21	750	656	428	300	-239	-1127	-204	-200	
-71	0	116	91	-111	-42	-1021	-823	-875	-749	40	955	758	182	299	322	-547	-316	-237	
134	70	66	82	-201	65	-1254	-376	-544	-231	24	801	707	-61	137	330	-205	-303	-219	
168	83	-49	-42	-221	-104	-340	105	-157	-190	-41	176	-27	-147	-20	48	-10	23	-166	
-31	-63	-188	-257	-99	263	57	1283	868	-28	-266	-337	-596	-392	-602	-124	94	273	54	
-106	-314	-496	-319	-180	829	1552	2750	2118	541	-658	-1495	-1751	-995	-1467	-34	352	380	365	
-365	-1578	-999	-679	-290	1448	2115	3711	2778	670	-758	-2613	-2920	-1976	-1788	-54	781	626	380	
-253	-1445	-703	-1386	-90	1341	2519	3589	3108	670	-324	-3590	-3681	-2159	-1871	-14	946	1709	155	
-421	-820	-526	-1077	-235	546	2097	2820	2431	256	-277	-3321	-3174	-2102	-1676	283	666	1397	471	
-267	-342	-258	-753	-111	172	1271	2121	1371	463	-95	-1608	-1638	-672	-1174	188	666	773	108	
-8	16	-306	-374	-173	-28	98	479	97	239	-95	-773	-201	-468	-170	157	164	202	46	
33	83	-63	-132	-189	-207	-702	-410	-673	56	-102	-115	231	460	363	-40	-271	15	-89	
170	234	8	24	-242	-385	-1181	-1257	-1162	-231	128	320	961	1675	1116	-100	-395	-265	-238	
193	132	-14	-20	-221	-454	-1399	-1805	-1708	-475	450	477	1791	1726	1233	-173	-478	-323	-328	
143	117	103	-10	-228	-420	-746	-1011	-1794	-414	102	324	1656	1153	1116	-54	-304	-303	-471	
143	150	88	107	-187	-494	-688	-809	-1464	-535	48	495	1147	412	1283	346	-119	-244	-326	
90	25	98	-2	-144	-317	-427	-328	-1148	-366	16	440	775	127	681	432	-271	-244	-298	
100	-168	8	-47	-69	-186	-213	-198	-211	-177	-34	376	167	-74	197	354	-337	-145	-225	
